n_values,benefit_values,s_value
0.0,0.0,0.1
0.10101010101010101,0.010089437814688258,0.1
0.20202020202020202,0.020179277935118308,0.1
0.30303030303030304,0.030269515237692442,0.1
0.40404040404040403,0.04036014459800882,0.1
0.5050505050505051,0.05045116089086142,0.1
0.6060606060606061,0.06054255899026454,0.1
0.7070707070707071,0.07063433376944608,0.1
0.8080808080808081,0.08072648010086758,0.1
0.9090909090909091,0.0908189928562508,0.1
1.0101010101010102,0.10091186690654892,0.1
1.1111111111111112,0.11100509712198876,0.1
1.2121212121212122,0.12109867837207512,0.1
1.3131313131313131,0.13119260552558865,0.1
1.4141414141414141,0.1412868734506147,0.1
1.5151515151515151,0.15138147701453442,0.1
1.6161616161616161,0.16147641108406033,0.1
1.7171717171717171,0.17157167052522296,0.1
1.8181818181818181,0.1816672502033798,0.1
1.9191919191919191,0.19176314498325295,0.1
2.0202020202020203,0.2018593497289137,0.1
2.121212121212121,0.21195585930380018,0.1
2.2222222222222223,0.22205266857072858,0.1
2.323232323232323,0.2321497723919175,0.1
2.4242424242424243,0.24224716562896798,0.1
2.525252525252525,0.2523448431429035,0.1
2.6262626262626263,0.26244279979415897,0.1
2.727272727272727,0.2725410304426071,0.1
2.8282828282828283,0.28263952994756086,0.1
2.929292929292929,0.29273829316778244,0.1
3.0303030303030303,0.3028373149614963,0.1
3.131313131313131,0.3129365901864072,0.1
3.2323232323232323,0.3230361136996866,0.1
3.3333333333333335,0.3331358803580197,0.1
3.4343434343434343,0.34323588501758723,0.1
3.5353535353535355,0.35333612253407914,0.1
3.6363636363636362,0.3634365877627188,0.1
3.7373737373737375,0.37353727555826316,0.1
3.8383838383838382,0.38363818077500916,0.1
3.9393939393939394,0.3937392982668208,0.1
4.040404040404041,0.4038406228871221,0.1
4.141414141414141,0.413942149488915,0.1
4.242424242424242,0.4240438729247972,0.1
4.343434343434343,0.4341457880469511,0.1
4.444444444444445,0.44424788970717677,0.1
4.545454545454545,0.45435017275689465,0.1
4.646464646464646,0.4644526320471607,0.1
4.747474747474747,0.47455526242864887,0.1
4.848484848484849,0.48465805875171325,0.1
4.94949494949495,0.49476101586634585,0.1
5.05050505050505,0.5048641286222297,0.1
5.151515151515151,0.5149673918687129,0.1
5.252525252525253,0.525070800454852,0.1
5.353535353535354,0.5351743492293904,0.1
5.454545454545454,0.5452780330408009,0.1
5.555555555555555,0.5553818467372761,0.1
5.656565656565657,0.5654857851667398,0.1
5.757575757575758,0.575589843176869,0.1
5.858585858585858,0.5856940156150771,0.1
5.959595959595959,0.5957982973285746,0.1
6.0606060606060606,0.6059026831643279,0.1
6.161616161616162,0.6160071679690948,0.1
6.262626262626262,0.6261117465894284,0.1
6.363636363636363,0.6362164138717064,0.1
6.4646464646464645,0.6463211646620999,0.1
6.565656565656566,0.6564259938066337,0.1
6.666666666666667,0.6665308961511545,0.1
6.767676767676767,0.6766358665413691,0.1
6.8686868686868685,0.6867408998228489,0.1
6.96969696969697,0.6968459908410276,0.1
7.070707070707071,0.7069511344412234,0.1
7.171717171717171,0.717056325468661,0.1
7.2727272727272725,0.7271615587684409,0.1
7.373737373737374,0.7372668291855992,0.1
7.474747474747475,0.7473721315650962,0.1
7.575757575757575,0.7574774607518148,0.1
7.6767676767676765,0.7675828115905865,0.1
7.777777777777778,0.7776881789262076,0.1
7.878787878787879,0.7877935576034251,0.1
7.979797979797979,0.7978989424669819,0.1
8.080808080808081,0.8080043283616009,0.1
8.181818181818182,0.8181097101319847,0.1
8.282828282828282,0.8282150826228762,0.1
8.383838383838384,0.8383204406790139,0.1
8.484848484848484,0.8484257791451759,0.1
8.585858585858587,0.8585310928661761,0.1
8.686868686868687,0.8686363766868818,0.1
8.787878787878787,0.8787416254522179,0.1
8.88888888888889,0.8888468340071803,0.1
8.98989898989899,0.8989519971968497,0.1
9.09090909090909,0.9090571098664041,0.1
9.191919191919192,0.9191621668611195,0.1
9.292929292929292,0.9292671630263828,0.1
9.393939393939394,0.9393720932077055,0.1
9.494949494949495,0.9494769522507411,0.1
9.595959595959595,0.9595817350012766,0.1
9.696969696969697,0.9696864363052631,0.1
9.797979797979798,0.979791051008825,0.1
9.8989898989899,0.9898955739582381,0.1
10.0,1.0,0.1
0.0,0.0,1.0
0.10101010101010101,0.00902736966491572,1.0
0.20202020202020202,0.018089055189245654,1.0
0.30303030303030304,0.02718478770537634,1.0
0.40404040404040403,0.036314292834783504,1.0
0.5050505050505051,0.04547729069915612,1.0
0.6060606060606061,0.05467349593323413,1.0
0.7070707070707071,0.06390261769936906,1.0
