Optimised parameters,Optimal MM frac,nr iterations,nr evaluations
"[1.9999901596765968, 4.994505049754183, 4.086608437207989, 5.918903748672086, 0.532235049059099, 0.10446145345687019]",0.3241107511210792,638,1055
