Optimised parameters,Optimal MM frac,nr iterations,nr evaluations
"[3.999983806357263, 1.9999926087809499, 1.9999974539944434, 5.195460851546297, 0.5499628959205649, 0.26825266917591706]",0.32650519319173965,424,741
