Optimised parameters,Optimal MM frac,nr iterations,nr evaluations
"[1.6233348531799776, 1.9116131723395278, 5.897521769038839, 1.7268707756243686, 0.5498343111691977, 0.04749443484291731, 0.4391568175184133, 0.09310582571067313]",0.3024792287182791,222,399
