Optimised parameters,Optimal MM frac,nr iterations,nr evaluations
"[1.9102947139450892, 0.013939566425833508, 5.723475952299705, 1.2589950902740799, 0.5409569979691577, 0.05093402978295188, 0.030419995710867953, 0.09009928839965921]",0.3024792284116623,215,374
