Generations no drug,Generations drug,MM fraction
2,2,0.3020253527584595
2,3,0.2902598549253888
2,4,0.2882289267332689
2,5,0.29123107345715127
2,6,0.29677382031845256
2,7,0.3034949436139669
2,8,0.3106406478844268
2,9,0.31779542632520674
2,10,0.3247356226766638
2,11,0.33134761702231547
2,12,0.3375811220621619
2,13,0.3434220904679525
2,14,0.3488768203304058
2,15,0.35396254627718404
2,16,0.35870190171011707
2,17,0.3631196279618228
2,18,0.36724068697953155
2,19,0.37108919764156667
2,20,0.3746878756239424
2,21,0.37805777980940053
3,2,0.319786499644387
3,3,0.30219555475975896
3,4,0.2930024819465661
3,5,0.28918789439706316
3,6,0.2888346536752134
3,7,0.29069802483061
3,8,0.29395728593768844
3,9,0.29806636257286856
3,10,0.3026603342080128
3,11,0.30749530520181684
3,12,0.312408991390428
3,13,0.3172945101976631
3,14,0.32208277017741593
3,15,0.32673050065372233
3,16,0.33121208814936515
3,17,0.33551394121269057
3,18,0.3396306098642838
3,19,0.3435620890009993
3,20,0.3473119494836945
3,21,0.35088603452258216
4,2,0.3334010994619228
4,3,0.31458927702281797
4,4,0.3024446782610829
4,5,0.29505252142146776
4,6,0.29106447252515855
4,7,0.28951797763603637
4,8,0.28971755053676346
4,9,0.29115669959475315
4,10,0.2934647517643993
4,11,0.2963696755183072
4,12,0.2996716273481336
4,13,0.30322389301396085
4,14,0.30691903346088123
4,15,0.31067871702457456
4,16,0.31444624734166016
4,17,0.3181810179260262
4,18,0.3218543946494222
4,19,0.3254466502057845
4,20,0.3289446658726209
4,21,0.3323402152621838
5,2,0.34358054045089986
5,3,0.3251240879117375
5,4,0.3119382647296571
5,5,0.3027690681134265
5,6,0.29666999022141494
5,7,0.2929216094027401
5,8,0.29097193695460677
5,9,0.2903948128554418
5,10,0.2908599471601116
5,11,0.2921107725569335
5,12,0.2939477696607274
5,13,0.29621575774608894
5,14,0.2987941164074444
5,15,0.30158923732442977
5,16,0.3045286236349497
5,17,0.30755632953440104
5,18,0.3106293437318745
5,19,0.3137148157566183
5,20,0.31678781545426793
5,21,0.3198296389692076
6,2,0.3513425650747054
6,3,0.3337739034314573
6,4,0.3204269825690648
6,5,0.3104496282731936
6,6,0.30316528459544495
6,7,0.29803601815115494
6,8,0.29463080131755265
6,9,0.29260250648211333
6,10,0.2916707527968536
6,11,0.2916087340404791
6,12,0.2922328801435939
6,13,0.2933946433408692
6,14,0.2949739015094518
6,15,0.2968736328648156
6,16,0.299015597528871
6,17,0.30133682328226913
6,18,0.3037867459262038
6,19,0.3063248729465291
6,20,0.30891889141335904
6,21,0.31154310693450554
7,2,0.3574115559730522
7,3,0.3408751560994282
7,4,0.3277772458174726
7,5,0.31751881579345476
7,6,0.3096054409368772
7,7,0.3036304155541018
7,8,0.29925691466709164
7,9,0.2962047251630769
7,10,0.29424019134322765
7,11,0.2931683046297656
7,12,0.29282631331621956
7,13,0.2930784787623637
