Generations no drug,Generations drug,MM fraction
2,2,0.2824983017948953
2,3,0.29867617472989805
2,4,0.3182228535223187
2,5,0.3363594643172308
2,6,0.35210330354545744
2,7,0.36552666577771514
2,8,0.3769587471567002
2,9,0.3867464246049945
2,10,0.39519011439810114
2,11,0.4025343758869324
2,12,0.4089741677431973
2,13,0.4146641765576552
2,14,0.4197274421640243
2,15,0.4242623992555995
2,16,0.42834838134608105
2,17,0.43204983217853754
2,18,0.4354195248535622
2,19,0.43850101871379416
2,20,0.44133054552924345
2,21,0.44393846499399514
3,2,0.281147616269959
3,3,0.2831439558722117
3,4,0.2938864592714248
3,5,0.30707375614023513
3,6,0.3202790177626921
3,7,0.3326095114798493
3,8,0.34380320228444883
3,9,0.3538533937772314
3,10,0.36284928679139206
3,11,0.37090832643382576
3,12,0.3781482788294685
3,13,0.38467661597474184
3,14,0.39058742233908117
3,15,0.3959614592972881
3,16,0.400867431802925
3,17,0.40536360585356307
3,18,0.4094994011815492
3,19,0.41331682895180716
3,20,0.4168517189739919
3,21,0.42013475337232126
4,2,0.28764550633490754
4,3,0.28065839223766365
4,4,0.28425603886833206
4,5,0.2924115653001366
4,6,0.30227075930723296
4,7,0.31246549522716993
4,8,0.3223581912902373
4,9,0.33167486244831323
4,10,0.3403217343711557
4,11,0.3482925053006743
4,12,0.35562121208546393
4,13,0.3623583224592908
4,14,0.3685587586673573
4,15,0.37427611085951773
4,16,0.3795600602723669
4,17,0.3844554390382691
4,18,0.3890021178667476
4,19,0.3932352873279422
4,20,0.3971858971699
4,21,0.4008811431684031
5,2,0.2958458199879123
5,3,0.28338395259803034
5,4,0.28175383871704957
5,5,0.2856890624459204
5,6,0.292372170420033
5,7,0.30026407081101597
5,8,0.3085275992270924
5,9,0.31671698258778963
5,10,0.3246052453910304
5,11,0.33208725322662513
5,12,0.3391250023492447
5,13,0.34571668543666906
5,14,0.35187919616828284
5,15,0.3576382868238441
5,16,0.3630230875945716
5,17,0.3680631221247927
5,18,0.37278675993244426
5,19,0.3772204748036152
5,20,0.38138856076703953
5,21,0.3853130982777595
6,2,0.30391713523784314
6,3,0.2881651583489569
6,4,0.28281998586557877
6,5,0.2834202844881216
6,6,0.2873675289107392
6,7,0.29311410672446175
6,8,0.2997375718312027
6,9,0.30669330196775807
6,10,0.31366549862777326
6,11,0.32047654515945345
6,12,0.3270318238622899
6,13,0.3332861639130203
6,14,0.3392234722155071
6,15,0.344844400562493
6,16,0.35015889543300227
6,17,0.3551817230223078
6,18,0.3599298131892521
6,19,0.364420696124877
6,20,0.3686716294215706
6,21,0.37269911358926416
7,2,0.3113223130362424
7,3,0.2936383973757405
7,4,0.28568008095223146
7,5,0.2837039056129015
7,6,0.28538475054336476
7,7,0.28924603546203576
7,8,0.294348425243099
7,9,0.30009841208466315
7,10,0.3061252698638655
7,11,0.31220109034621246
7,12,0.3181889410583955
7,13,0.3240094594375715
7,14,0.32961944873934895
7,15,0.3349982321403244
7,16,0.340138982149024
7,17,0.34504323202164605
7,18,0.34971741126958983
7,19,0.35417067189978213
7,20,0.3584135324078162
7,21,0.3624570412760826
8,2,0.3179515059538635
8,3,0.29919194749990424
8,4,0.28940803253130615
8,5,0.2854603080566688
8,6,0.28529677972398526
8,7,0.28754646096879904
8,8,0.291291922712583
8,9,0.2959233100193103
8,10,0.3010392870436735
8,11,0.3063788549982699
8,12,0.31177462768139913
8,13,0.3171211514935334
8,14,0.32235365830760804
8,15,0.3274339383262674
8,16,0.33234101225402735
8,17,0.33706499714562743
8,18,0.3416030902386505
8,19,0.34595694049533676
8,20,0.35013093546747986
8,21,0.3541310837423865
9,2,0.323838817217114
9,3,0.30455169929931075
9,4,0.29350482727091376
9,5,0.28805607611999173
9,6,0.2864047114708107
9,7,0.2872963075097499
9,8,0.2898559914828768
9,9,0.2934780181278891
9,10,0.2977473168784689
9,11,0.3023826140441529
9,12,0.3071954220866891
9,13,0.31206090712076245
9,14,0.31689751979887254
9,15,0.3216529486982496
9,16,0.3262945347068634
9,17,0.3308027772484505
9,18,0.3351669557615728
9,19,0.3393821849944259
9,20,0.3434474364822668
9,21,0.34736420864199125
10,2,0.32906203697566033
10,3,0.3096023091180733
10,4,0.2976968050477914
10,5,0.2911101727065285
10,6,0.28826434166567394
10,7,0.28802044788884523
10,8,0.28955597669400734
10,9,0.2922816805996674
10,10,0.29578018374224446
10,11,0.2997592685173521
10,12,0.3040165303389809
10,13,0.30841313162126316
10,14,0.312854724369412
10,15,0.3172778432190673
10,16,0.32164034210191406
10,17,0.3259147442587725
10,18,0.33008365204061624
10,19,0.3341365895792955
10,20,0.338067835746663
10,21,0.341874933956076
11,2,0.33370602877222033
11,3,0.3143050621531351
11,4,0.30183368282308465
11,5,0.29438932665019435
11,6,0.29058771196995975
11,7,0.28939882910918263
11,8,0.29005595254719185
11,9,0.2919934366650833
11,10,0.29479916018017593
11,11,0.29817664113562253
11,12,0.3019149845148646
11,13,0.30586557916919005
11,14,0.3099245167068142
11,15,0.3140196418178864
11,16,0.3181012008517577
