Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,35.773639309904766
0.0,0.02,34.33323382495877
0.0,0.04,33.10483321118334
0.0,0.06,31.999676848324512
0.0,0.08,30.945742243581126
0.0,0.1,29.995263477497144
0.0,0.12,29.19010351377577
0.0,0.14,28.41146372041988
0.0,0.16,27.755527823260472
0.0,0.18,27.161813134766014
0.0,0.2,26.577548489340913
0.0,0.22,26.046025634167265
0.0,0.24,25.605315382644875
0.0,0.26,25.162113695742413
0.0,0.28,24.798442994140803
0.0,0.3,24.467046066281718
0.0,0.32,24.124675868408875
0.0,0.34,23.809871432107215
0.0,0.36,23.55813914342402
0.0,0.38,23.28954590161699
0.0,0.4,23.078010291136607
0.02,0.0,33.98825257974382
0.02,0.02,32.68210095181722
0.02,0.04,31.57260034068639
0.02,0.06,30.576576260300186
0.02,0.08,29.625927774775246
0.02,0.1,28.770378900476338
0.02,0.12,28.050350178600176
0.02,0.14,27.352717950297674
0.02,0.16,26.769834720330785
0.02,0.18,26.244087116260133
0.02,0.2,25.724780603878237
0.02,0.22,25.253734615695972
0.02,0.24,24.86809465700898
0.02,0.26,24.477701924613736
0.02,0.28,24.16231667706709
0.02,0.3,23.87626956685287
0.02,0.32,23.577489090772833
0.02,0.34,23.3036152722609
0.02,0.36,23.08955841073037
0.02,0.38,22.857229418966906
0.02,0.4,22.67916107048614
0.04,0.0,32.45179500243272
0.04,0.02,31.265820357769286
0.04,0.04,30.26310913311543
0.04,0.06,29.30959306063381
0.04,0.08,28.50760503093141
0.04,0.1,27.737671965889366
0.04,0.12,27.09473661847341
0.04,0.14,26.470466551309485
0.04,0.16,25.954037968388185
0.04,0.18,25.445732865813348
0.04,0.2,25.03016709887078
0.04,0.22,24.614376520485997
0.04,0.24,24.279315297867683
0.04,0.26,23.937394189465685
0.04,0.28,23.666575432244677
0.04,0.3,23.38361789858208
0.04,0.32,23.163991216685623
0.04,0.34,22.928032684372337
0.04,0.36,22.74909183863329
0.04,0.38,22.55050495553499
0.04,0.4,22.403778117395845
0.06,0.0,31.126890963663328
0.06,0.02,30.049218325638485
0.06,0.04,29.143076580054974
0.06,0.06,28.280835524946895
0.06,0.08,27.56082363189075
0.06,0.1,26.8686621337149
0.06,0.12,26.296051554811758
0.06,0.14,25.738715697559236
0.06,0.16,25.28319712255586
0.06,0.18,24.833022900036035
0.06,0.2,24.4706660349653
0.06,0.22,24.105766631223368
0.06,0.24,23.81753517208798
0.06,0.26,23.52047644554865
0.06,0.28,23.291136318399776
0.06,0.3,23.047956956859874
0.06,0.32,22.865262610779055
0.06,0.34,22.66474160197808
0.06,0.36,22.518822752863645
0.06,0.38,22.35192310963464
0.06,0.4,22.234815738369086
0.08,0.0,29.983099656074963
0.08,0.02,29.00364061083076
0.08,0.04,28.185383782006024
0.08,0.06,27.406250112766685
0.08,0.08,26.76117219560288
0.08,0.1,26.140132382015857
0.08,0.12,25.632110410346677
0.08,0.14,25.136271099964137
0.08,0.16,24.73697563409084
0.08,0.18,24.340472035729704
0.08,0.2,24.02748728146711
0.08,0.22,23.70981345736901
0.08,0.24,23.465269565887258
0.08,0.26,23.21005802105514
0.08,0.28,23.01962448891338
0.08,0.3,22.813743873826585
0.08,0.32,22.665880123420862
0.08,0.34,22.49875947520504
0.08,0.36,22.384150481032517
0.08,0.38,22.247267345355542
0.08,0.4,22.158389884579798
0.1,0.0,28.995405808939577
0.1,0.02,28.10553474248895
0.1,0.04,27.367736663540708
0.1,0.06,26.66473402658115
0.1,0.08,26.08857593508749
0.1,0.1,25.532987483474916
0.1,0.12,25.08466568358929
0.1,0.14,24.6456980615526
0.1,0.16,24.298643608276826
0.1,0.18,23.952030790515668
0.1,0.2,23.685172628815295
0.1,0.22,23.411633273573873
0.1,0.24,23.20813431815232
0.1,0.26,22.992244482688086
0.1,0.28,22.838571277584148
0.1,0.3,22.66793018268237
0.1,0.32,22.553162023209246
0.1,0.34,22.41776897898874
0.1,0.36,22.333074737641603
0.1,0.38,22.224855678627105
0.1,0.4,22.16309507536333
0.12,0.0,28.143083701689715
0.12,0.02,27.335382876049536
0.12,0.04,26.671657078210742
0.12,0.06,26.038793397058374
0.12,0.08,25.526391386669843
0.12,0.1,25.031393903912903
0.12,0.12,24.63858547550351
0.12,0.14,24.252537345613213
0.12,0.16,23.95432594455314
0.12,0.18,23.654387913177253
0.12,0.2,23.43090114126188
0.12,0.22,23.19888243337279
0.12,0.24,23.03420064269939
0.12,0.26,22.855513847748618
0.12,0.28,22.736809843931027
