Generations no drug,Generations drug,MM number
2,2,26.17756936022443
2,3,25.21041883688627
2,4,24.85991344312909
2,5,24.712215660567505
2,6,24.644823146269403
2,7,24.613146109258324
2,8,24.598647085260247
2,9,24.592842314899393
2,10,24.591557335966986
2,11,24.59262250951629
2,12,24.594864049051363
2,13,24.597629454813433
2,14,24.600551332339343
2,15,24.603422868158503
2,16,24.60613064142031
2,17,24.608616221712758
2,18,24.610854044444206
2,19,24.612838138527827
2,20,24.614574115185302
2,21,24.6160742296742
3,2,27.901684489718754
3,3,26.175596298226264
3,4,25.460885903689018
3,5,25.12118383840842
3,6,24.944516158362724
3,7,24.846775844338318
3,8,24.790368775113972
3,9,24.756915694397446
3,10,24.736777906462287
3,11,24.724610362633655
3,12,24.717313691037553
3,13,24.71302552628935
3,14,24.710595167323998
3,15,24.709296338018184
3,16,24.708663722939235
3,17,24.708396617787912
3,18,24.708300353995757
3,19,24.708249778059642
3,20,24.70816584205545
3,21,24.708000427933985
4,2,29.752985905815617
4,3,27.374680025302002
4,4,26.293455068299295
4,5,25.73880458798945
4,6,25.42929041786956
4,7,25.245446113100385
4,8,25.13089092468709
4,9,25.05675162195407
4,10,25.007245478107272
4,11,24.973276918868685
4,12,24.949372696567288
4,13,24.932120346466082
4,14,24.919329450361595
4,15,24.909560242439355
4,16,24.901848151790276
4,17,24.8955374643495
4,18,24.89017739950165
4,19,24.885456159166864
4,20,24.881157234114585
4,21,24.87713059261679
5,2,31.563786412232783
5,3,28.673737041209996
5,4,27.26448010214673
5,5,26.500652367286296
5,6,26.053720043909525
5,7,25.776414106402665
5,8,25.596159593161175
5,9,25.474425828482726
5,10,25.389484785342574
5,11,25.328461983220983
5,12,25.28341010455447
5,13,25.249253621527046
5,14,25.22265794899733
5,15,25.201380104221315
5,16,25.183881958550007
5,17,25.169091987597895
5,18,25.156254429963283
5,19,25.14483121957622
5,20,25.134436802269832
5,21,25.124793835842393
6,2,33.26756572379652
6,3,29.995438270361987
6,4,28.309789248603767
6,5,27.356559409910627
6,6,26.778767635649462
6,7,26.40898490401062
6,8,26.16169664535489
6,9,25.990144168575107
6,10,25.867289834201607
6,11,25.77675792871379
6,12,25.70823948678342
6,13,25.655031382351684
6,14,25.61265525618836
6,15,25.57805044753629
6,16,25.549085405637197
6,17,25.524252541160614
6,18,25.50247225187501
6,19,25.48296379102427
6,20,25.465158521593725
6,21,25.448640278371318
7,2,34.842406367578604
7,3,31.296073847833696
7,4,29.38641133040479
7,5,28.269189064756187
7,6,27.57296888678297
7,7,27.116726668262093
7,8,26.805159881961412
7,9,26.584846928533324
7,10,26.42424282466254
7,11,26.303892384728304
7,12,26.211350479288885
7,13,26.138407795589945
7,14,26.079507258444497
7,15,26.030804670485836
7,16,25.98959220973105
7,17,25.953934006281315
7,18,25.92242934856665
7,19,25.89405518384469
7,20,25.868059057969838
7,21,25.84388486811647
8,2,36.28631675388307
8,3,32.55178169060736
8,4,30.46608393040843
8,5,29.21140311078932
8,6,28.411782552407065
8,7,27.877839333502546
8,8,27.507232752698158
8,9,27.241357436033567
8,10,27.04498080748148
8,11,26.896035893180745
8,12,26.78021526907392
8,13,26.687967565918388
8,14,26.612757362619266
8,15,26.55001941678811
8,16,26.496509302698694
8,17,26.449888550269087
8,18,26.40845242493757
