Generation,xOC,xOB,xMM
0.0,0.8,0.2,0.0
1.0256410256410255,0.754425950287119,0.24557404971288102,0.0
2.051282051282051,0.7192364096368014,0.28076359036319865,0.0
3.0769230769230766,0.6942097865617157,0.3057902134382845,0.0
4.102564102564102,0.6772753366696126,0.32272466333038796,0.0
5.128205128205128,0.6661483228906832,0.3338516771093179,0.0
6.153846153846153,0.6589629189149875,0.3410370810850144,0.0
7.179487179487179,0.6543707433562876,0.34562925664371597,0.0
8.205128205128204,0.6514542460500602,0.3485457539499466,0.0
9.23076923076923,0.649609108722293,0.3503908912777199,0.0
10.256410256410255,0.6484445077954754,0.35155549220454907,0.0
11.282051282051281,0.6477105281349951,0.352289471865051,0.0
12.307692307692307,0.6472483752558797,0.3527516247442072,0.0
13.333333333333332,0.6469575472583939,0.35304245274177026,0.0
14.358974358974358,0.6467745978097083,0.3532254021906013,0.0
15.384615384615383,0.646659536150997,0.35334046384958656,0.0
16.41025641025641,0.6465871805107716,0.35341281949032877,0.0
17.435897435897434,0.6465416874042254,0.3534583125978492,0.0
18.46153846153846,0.6465130833455159,0.35348691665839527,0.0
19.487179487179485,0.6464950986523764,0.3535049013549974,0.0
20.51282051282051,0.6464837921465966,0.35351620786730603,0.0
21.538461538461537,0.6464766828096506,0.3535233172165596,0.0
22.564102564102562,0.6464722133296972,0.3535277867197169,0.0
23.589743589743588,0.6464694035826792,0.35353059651048285,0.0
24.615384615384613,0.6464676371411036,0.35353236303453306,0.0
25.64102564102564,0.646466526854931,0.35353347347641256,0.0
26.666666666666664,0.6464658277699928,0.35353417285507993,0.0
27.69230769230769,0.6464653897641924,0.3535346114145878,0.0
28.717948717948715,0.6464651148576924,0.3535348873619199,0.0
29.74358974358974,0.6464649430471135,0.35353506114749794,0.0
30.769230769230766,0.6464648367015581,0.35353517124669714,0.0
31.794871794871792,0.646464772845002,0.35353524220666005,0.0
32.82051282051282,0.6464647369950267,0.35353529143957574,0.0
33.84615384615384,0.646464724399184,0.3535353294376615,0.0
34.87179487179487,0.6464647363784755,0.3535353657989293,0.0
35.8974358974359,0.6464647818948809,0.3535354132627734,0.0
36.92307692307692,0.6464648821347111,0.35353548976382876,0.0
37.94871794871794,0.6464650803674167,0.3535356265952943,0.0
38.97435897435897,0.6464654626009312,0.35353588176975165,0.0
40.0,0.6464661917746725,0.35353636303124,0.0
