Generation,xOC,xOB,xMM,W_average
0,0.1,0.2,0.7,-1.234368
1,0.1678368,0.2089056,0.6232576,-1.1400980187620637
2,0.25884992069203033,0.22129925012014992,0.5198508291878197,-1.028424795663925
3,0.35581681910274743,0.24214055608128093,0.40204262481597147,-0.9234760342383751
4,0.43130041637608907,0.2781299291632454,0.2905696544606652,-0.8389646637655838
5,0.46942368063350554,0.332845733440807,0.19773058592568687,-0.767910536777578
6,0.4730619664550763,0.402211992664987,0.12472604087993562,-0.7038538487640463
7,0.4544892644343858,0.4745704861497237,0.07094024941588864,-0.6517933108569146
8,0.4277077547155631,0.5363746792165333,0.03591756606790061,-0.6185177622920944
9,0.40315744624158156,0.5803910835331377,0.01645147022527592,-0.6028244387356716
10,0.385124647971391,0.6078243734889358,0.007050978539665532,-0.5977375288102179
11,0.3734349274554358,0.6236501463207769,0.0029149262237751538,-0.5971096350136015
12,0.3663723481205421,0.632443512088147,0.0011841397912914127,-0.597767178175506
13,0.3622768282485043,0.637246039563906,0.0004771321875585413,-0.5985361423645333
14,0.35996218326144325,0.6398462905506753,0.0001915261878316519,-0.5991135460073549
15,0.35867659546917646,0.6412466614488862,7.674308185765961e-05,-0.5994868235965041
16,0.3579713822001408,0.641997894035596,3.072376413564092e-05,-0.5997110797576786
17,0.35758806180840047,0.6423996433074298,1.229488396560393e-05,-0.5998402779144686
18,0.3573811295277331,0.6426139514168245,4.919055115967348e-06,-0.5999127919558551
19,0.35726999366750517,0.6427280384825453,1.9678494272077737e-06,-0.5999527968161855
20,0.35721053860348834,0.64278867420869,7.871869860257132e-07,-0.599974608501504
21,0.35717882499646775,0.642820860117553,3.1488464221351586e-07,-0.5999864027958098
22,0.3571619463789931,0.6428379276629498,1.2595591774047044e-07,-0.5999927426614551
23,0.3571529783180371,0.6428469712957405,5.0382799456715024e-08,-0.5999961359226363
24,0.35714821939106556,0.6428517604502471,2.0153210662209156e-08,-0.5999979463487014
25,0.3571456964730778,0.642854295456856,8.061303394466368e-09,-0.5999989100173799
26,0.35714435993048693,0.6428556368309672,3.2245253887792652e-09,-0.5999994220740231
27,0.3571436522690387,0.6428563464187176,1.2898110056097656e-09,-0.5999996938069297
28,0.35714327773501775,0.6428567217131654,5.159245816277144e-10,-0.5999998378659848
29,0.35714307956883556,0.642856920167367,2.0636987051870916e-10,-0.5999999141817406
30,0.3571429747376196,0.6428570250879483,8.254795620231199e-11,-0.599999954586217
31,0.35714291928125613,0.64285708053871,3.301918416814592e-11,-0.5999999759662227
32,0.3571428899326527,0.6428571098189162,1.3207674022667828e-11,-0.5999999872714615
33,0.35714287437708425,0.6428571252412751,5.283069683475826e-12,-0.5999999932409
34,0.3571428660923964,0.6428571333033183,2.1132278886693235e-12,-0.5999999963809975
35,0.35714286161578035,0.6428571374198991,8.452911584109057e-13,-0.5999999980143689
36,0.357142859094409,0.6428571393636924,3.381164638032425e-13,-0.5999999988346476
37,0.35714285751380714,0.6428571400195608,1.3524658549678924e-13,-0.5999999991989657
38,0.3571428562818944,0.6428571397716567,5.40986341184736e-14,-0.5999999992805866
39,0.35714285499647824,0.6428571386892684,2.1639453582387097e-14,-0.5999999991461593
40,0.3571428533022487,0.642857136594972,8.655781388468174e-15,-0.5999999987909715
41,0.3571428507830646,0.6428571330524989,3.462312526305843e-15,-0.5999999981486076
42,0.3571428468536393,0.6428571272832666,1.3849249917812684e-15,-0.5999999970816738
43,0.3571428406200884,0.6428571179989628,5.539699846909594e-16,-0.5999999953538842
44,0.3571428306747019,0.6428571031157809,2.215879861768291e-16,-0.5999999925784801
45,0.35714281477703974,0.6428570792877335,8.863518954179791e-17,-0.5999999881320501
46,0.35714278934868615,0.6428570411549523,3.5454072661943926e-17,-0.5999999810147022
47,0.35714274866750023,0.6428569801383246,1.418162704566694e-17,-0.5999999696253216
48,0.35714268357981455,0.6428568825095133,5.672649526024467e-18,-0.5999999514014378
49,0.3571425794406926,0.6428567263022531,2.269058983372282e-18,-0.5999999222427183
