Generation,xOC,xOB,xMM,W_average
0,0.3,0.5,0.2,-0.856
1,0.4518,0.38199999999999995,0.16620000000000001,-0.7410987239999999
2,0.5697869935032,0.27966094856799995,0.1505520579288,-0.692365052912052
3,0.6402284623490287,0.20852712170238594,0.15124441594858512,-0.6714778509744227
4,0.6794564458800065,0.15844532027933994,0.16209823384065308,-0.6530835028253835
5,0.7010785194379857,0.12022372942881744,0.17869775113319605,-0.6314770594299426
6,0.7125287873066358,0.0895053392451085,0.19796587344825434,-0.607486612666014
7,0.717965449464124,0.06463880236039736,0.2173957481754766,-0.5835398442906896
8,0.7199511157482854,0.04504480741913203,0.23500407683257946,-0.5619861847683063
9,0.7201456491868766,0.03029762785074684,0.24955672296237172,-0.5443178797010876
10,0.7195844552345048,0.019753562309048178,0.2606619824564396,-0.5309560720647127
11,0.7188408933249576,0.01256344900810559,0.26859565766692534,-0.5214927348161047
12,0.7181746752784913,0.007845975586184762,0.2739793491353064,-0.5151190088205536
13,0.717665098142747,0.0048383831246431854,0.27749651873258324,-0.5109799657358766
14,0.7173076315921725,0.002958856328907791,0.27973351207887964,-0.508359390937698
15,0.7170697371424234,0.001799781080958677,0.28113048177655753,-0.5067282959124371
16,0.7169166482534598,0.0010910736595960997,0.2819922780868532,-0.505724431303112
17,0.7168202675212579,0.0006600606967731453,0.282519671781832,-0.5051111021857686
18,0.7167604590645787,0.00039880346172678613,0.2828407374734885,-0.5047381415247123
19,0.7167236994169451,0.00024076635021558505,0.28303553423252925,-0.5045120327746688
20,0.7167012498329388,0.00014528718450141888,0.28315346298209326,-0.5043752190300873
21,0.7166875977917903,8.764647238543798e-05,0.2832247557351225,-0.5042925384318397
22,0.7166793192270888,5.286477078737682e-05,0.2832678160010681,-0.5042426116915414
23,0.7166743086036786,3.188253338581205e-05,0.28329380886134753,-0.5042124786716804
24,0.7166712797223818,1.9227014686042452e-05,0.2833094932605435,-0.5041942979441394
25,0.7166694503178195,1.1594561728726579e-05,0.2833189551168588,-0.5041833308972569
26,0.7166683459938346,6.991765083394806e-06,0.2833246622356775,-0.5041767161936699
27,0.7166676796106345,4.216123211467945e-06,0.2833281042580246,-0.504172726918026
28,0.7166672775912384,2.542354612379296e-06,0.2833301800419213,-0.5041703211490469
29,0.7166670350962415,1.533051582373145e-06,0.2833314318337832,-0.5041688703794376
30,0.7166668888384801,9.244343771574762e-07,0.2833321866994767,-0.5041679955308109
31,0.7166668006279097,5.574354831627153e-07,0.2833326418949927,-0.5041674679847419
32,0.7166667474241925,3.3613416130839664e-07,0.28333291637905106,-0.5041671498712613
33,0.716666715328342,2.026891046952573e-07,0.28333308188839973,-0.5041669580499831
34,0.7166666959555116,1.222216048257406e-07,0.28333318168126087,-0.5041668423857995
35,0.7166666842458721,7.369965486884433e-08,0.28333324184144887,-0.5041667726472835
36,0.7166666771434271,4.4440901760451965e-08,0.2833332780952472,-0.5041667306058175
37,0.7166666727983066,2.6797867351378774e-08,0.2833332999218551,-0.5041667052712835
38,0.7166666700844693,1.6159115317585077e-08,0.2833333130314508,-0.5041666900193855
39,0.7166666683070597,9.74394701037011e-09,0.2833333208585257,-0.5041666808598544
