Generation,xOC,xOB,xMM,W_average
0,0.4,0.1,0.5,-0.9767600000000001
1,0.478704,0.12091600000000001,0.40038000000000007,-0.925363444420416
2,0.5264786485506309,0.155844771361123,0.31767658008824623,-0.8823105562824851
3,0.5450709130858757,0.20805035437965924,0.2468787325344653,-0.8337870621393898
4,0.5392176680770979,0.27833233878021557,0.18244999314268695,-0.7751847782120151
5,0.5145011649414177,0.3619534293344343,0.12354540572414871,-0.7120930840209203
6,0.4788115653077539,0.44703478510897066,0.07415364958327683,-0.6571309693635711
7,0.44185233353609216,0.5191973166477748,0.038950349816135356,-0.620736679931741
8,0.4112621912962248,0.5705022681465337,0.018235540557245262,-0.603167694213902
9,0.3896916391916136,0.6024037185939684,0.007904642214424181,-0.5973924721932761
10,0.3759746139565634,0.6207400603051509,0.0032853257382953454,-0.5966776294018024
11,0.3677713862138793,0.6308907522254564,0.0013378615606798611,-0.5974346576420002
12,0.3630418814706911,0.6364184430577178,0.0005396754716159786,-0.5983190435448197
13,0.3603779449015025,0.6394053092879662,0.0002167458105709469,-0.5989826595572584
14,0.3589013162692563,0.6410118132434953,8.687048731185896e-05,-0.5994113607780385
15,0.35809228398128135,0.6418729334146789,3.478260414136876e-05,-0.5996687417261938
16,0.35765285851241413,0.642333221474936,1.3920012812355129e-05,-0.5998169390004809
17,0.357415749015821,0.6425786815519591,5.5694324798184915e-06,-0.5999000777782304
18,0.35728844440839985,0.6427093275244166,2.2280675994620452e-06,-0.5999459271772961
19,0.3572203530451214,0.6427787556673302,8.912882137113202e-07,-0.5999709182442339
20,0.357184037729458,0.6428156057435613,3.565280451215873e-07,-0.5999844287274105
21,0.35716471181789633,0.6428351455699184,1.4261388839231975e-07,-0.5999916898703899
22,0.3571544441336904,0.642845498822919,5.704611561393581e-08,-0.5999955757190145
23,0.3571489958226005,0.6428509813631954,2.281856401350819e-08,-0.5999976487540629
24,0.3571461075352806,0.642853883344245,9.127450395827095e-09,-0.5999987521245067
25,0.35714457747697564,0.6428554188832006,3.650985382374716e-09,-0.5999993383809397
26,0.3571437673744678,0.6428562311829956,1.4603952547006112e-09,-0.5999996494773395
27,0.35714333863608716,0.6428566608083284,5.841583343854525e-10,-0.5999998144015531
28,0.3571431118039872,0.6428568880080676,2.3366338284554014e-10,-0.5999999017716903
29,0.35714299182719217,0.6428570081524917,9.346536350864639e-11,-0.5999999480329351
30,0.3571429283877604,0.6428570716918921,3.738614759579734e-11,-0.5999999725197251
31,0.35714289486034306,0.6428571053119643,1.4954459502537906e-11,-0.5999999854804583
32,0.3571428771632204,0.6428571231304167,5.9817838997482485e-12,-0.5999999923445374
33,0.3571428678549464,0.642857132622051,2.3927135811701703e-12,-0.5999999959881679
34,0.35714286301101017,0.6428571377550569,9.57085437222242e-13,-0.599999997936456
35,0.3571428605735581,0.6428571406532978,3.8283417605905027e-13,-0.5999999990011
36,0.35714285948228247,0.6428571424811463,1.531336707767052e-13,-0.5999999996191937
37,0.35714285922098377,0.642857143920686,6.125346845298492e-14,-0.6000000000343124
38,0.3571428595877669,0.6428571454389782,2.4501387454579506e-14,-0.6000000003951307
39,0.3571428605895025,0.642857147453319,9.800555025059114e-15,-0.6000000008120618
40,0.3571428624115856,0.6428571504569407,3.9202220368985634e-15,-0.60000000139437
41,0.35714286544284185,0.6428571551468049,1.568088831792234e-15,-0.6000000022812468
42,0.35714287035412734,0.6428571625893094,6.272355435825549e-16,-0.600000003676559
43,0.3571428782445734,0.6428571744649263,2.508942243795743e-16,-0.6000000058965352
44,0.35714289088640755,0.6428571934487927,1.0035769419604369e-16,-0.6000000094418771
45,0.35714291112239177,0.6428572238139295,4.014308052238045e-17,-0.6000000151109233
46,0.35714294350475057,0.6428572723933655,1.6057234029017885e-17,-0.6000000241795426
47,0.3571429953190549,0.6428573501179361,6.422894776434283e-18,-0.6000000386883423
48,0.3571430782232832,0.6428574744759158,2.5691586560599257e-18,-0.6000000619018712
49,0.3571432108707674,0.6428576734479852,1.0276639395344853e-18,-0.6000000990431567
