Generation,xOC,xOB,xMM,W_average
0,0.4,0.0,0.6,-1.0288
1,0.48832000000000003,0.0,0.51168,-0.9991681925120001
2,0.5534940157994599,0.0,0.4465059842005403,-0.9894399499747497
3,0.5984140364561652,0.0,0.4015859635438353,-0.9887353840956363
4,0.6289959141456981,0.0,0.3710040858543029,-0.9910572848219525
5,0.650033702042226,0.0,0.349966297957776,-0.9939721951797305
6,0.6647354123422569,0.0,0.3352645876577471,-0.9966467282414333
7,0.6751626240833595,0.0,0.3248373759166484,-0.9988615682992649
8,0.6826492687467811,0.0,0.31735073125323465,-1.00061452943745
9,0.6880765628910245,0.0,0.3119234371090073,-1.0019703435459468
10,0.6920401057684945,0.0,0.30795989423156905,-1.0030056535442737
11,0.6949509079587717,0.0,0.3050490920413556,-1.0037902576452418
12,0.69709760976992,0.0,0.30290239023033505,-1.0043820722822696
13,0.6986858076488777,0.0,0.3013141923516334,-1.0048271126659585
14,0.6998635951257195,0.0,0.3001364048753051,-1.0051611017187345
15,0.7007385782890966,0.0,0.29926142171295794,-1.005411402877057
16,0.7013894698726649,0.0,0.2986105301314552,-1.005598804566115
17,0.701874142330514,0.0,0.2981258576777494,-1.0057390170063347
18,0.7022353108707773,0.0,0.2977646891457972,-1.005843871270033
19,0.7025045957663999,0.0,0.2974954042668458,-1.0059222559168288
20,0.7027054559070005,0.0,0.29729454415968787,-1.0059808377718547
21,0.7028553242111437,0.0,0.29714467592263183,-1.0060246114047542
22,0.7029671716927511,0.0,0.29703282857560587,-1.006057315454004
23,0.7030506585040314,0.0,0.29694934203430823,-1.0060817467619372
24,0.7031129841026386,0.0,0.2968870169773147,-1.0060999967341961
25,0.7031595169350983,0.0,0.2968404852313959,-1.0061136288408714
26,0.7031942618225774,0.0,0.29680574252365605,-1.0061238117642803
27,0.7032202074966867,0.0,0.29677980122239556,-1.0061314192530324
28,0.7032395854690559,0.0,0.29676043202256897,-1.0061371051128047
29,0.7032540633208775,0.0,0.29674597176972006,-1.0061413598183226
30,0.703264889711743,0.0,0.29673518068495625,-1.0061445538831904
31,0.703273004402144,0.0,0.2967271368238106,-1.006146972367145
32,0.7032791241141295,0.0,0.2967211592058917,-1.0061488448562326
33,0.7032838141917084,0.0,0.29671675419042487,-1.0061503762757391
34,0.7032875573120781,0.0,0.29671358294795236,-1.0061517867879872
35,0.7032908353217737,0.0,0.2967114522129239,-1.006153375458234
36,0.7032942516067131,0.0,0.29671033753874204,-1.0061556357452424
37,0.703298745378397,0.0,0.29671046116162114,-1.006159478055268
38,0.7033059982739077,0.0,0.29671247151360985,-1.0061666693941964
39,0.7033192326991925,0.0,0.29671782077291603,-1.006180710279637
40,0.7033448005930978,0.0,0.2967295353678952,-1.006208590154894
41,0.7033953616561008,0.0,0.2967537717874008,-1.006264306179573
42,0.7034962546333371,0.0,0.29680294647121797,-1.0063759203556524
43,0.7036982837850502,0.0,0.296902026106473,-1.0065997156733615
44,0.7041034071534944,0.0,0.2971011745041518,-1.007048594481623
45,0.7049164319482327,0.0,0.29750122197468454,-1.0079490492302818
46,0.7065493809105381,0.0,0.29830514498535143,-1.0097554505844526
47,0.7098335251004401,0.0,0.29992288477882734,-1.0133792822903906
48,0.7164554913182747,0.0,0.30318786220217564,-1.0206485913503416
49,0.7298756541157465,0.0,0.3098166605047482,-1.0352259091854208
