Generation,xOC,xOB,xMM,W_average
0,0.1,0.2,0.7,-1.2197333333333331
1,0.21210666666666667,0.17487999999999998,0.6130133333333332,-1.0387898641825184
2,0.3824315623483548,0.15316817344646103,0.464400264205184,-0.8569196729628928
3,0.537963794114302,0.15038585062799664,0.311650355257701,-0.7837951321103622
4,0.6086406113887953,0.17786179911399164,0.21349758949721237,-0.7670940240390884
5,0.6159860231626173,0.2328720376812988,0.15114193915608284,-0.7383177537653647
6,0.5871314655012532,0.3095977928047662,0.10327074169397873,-0.6931968261615516
7,0.5384554499110578,0.3973111353169701,0.06423341477196878,-0.6462173369398572
8,0.48513367410752795,0.47968231950455525,0.0351840063879113,-0.6124334116345848
9,0.43958480245629594,0.5433823291100155,0.017032868433679505,-0.5963359143489728
10,0.4069452072335848,0.5855176905093059,0.00753710225709475,-0.5923065330420225
11,0.38604376528043866,0.6107891756369187,0.0031670590826194155,-0.5932989127042713
12,0.3735000840125868,0.6252030577988885,0.0012968581884877258,-0.5953634758810951
13,0.36624704524172835,0.6332283451150674,0.0005246096431452657,-0.5971126522251528
14,0.36214920383925514,0.6376397923927514,0.00021100376789932608,-0.5983022442979483
15,0.35987071633389683,0.6400446488311539,8.463483479878114e-05,-0.5990354375425649
16,0.3586187378564324,0.6413473605567209,3.390158660598761e-05,-0.5994638340501
17,0.35793700434447134,0.6420494251779468,1.3570477196794904e-05,-0.5997062520641026
18,0.35756837014949455,0.6424261996102147,5.4302396746868885e-06,-0.5998406537981266
19,0.35737011122274687,0.6426277162517288,2.1725245388693453e-06,-0.5999141605369901
20,0.35726392505681487,0.6427352058418009,8.690998076444124e-07,-0.5999539877216926
21,0.35720723279680044,0.6427924195418201,3.476588570519491e-07,-0.5999754248362744
22,0.3571770383133417,0.6428228226150902,1.390675322765592e-07,-0.5999869089830013
23,0.35716098623147136,0.642838958134217,5.562785433017127e-08,-0.5999930400817621
24,0.35715246449918964,0.6428475132391593,2.2251319316838938e-08,-0.599996305071725
25,0.3571479452716697,0.6428520458112345,8.900565224464664e-09,-0.5999980405307567
26,0.35714555056540365,0.6428544458479134,3.5602340102465868e-09,-0.5999989617078614
27,0.3571442823955848,0.6428557161380015,1.4240952774958006e-09,-0.5999994501578617
28,0.3571436111122444,0.6428563882504078,5.69638464600308e-10,-0.599999708953361
29,0.35714325589651924,0.6428567437672904,2.2785546056314256e-10,-0.5999998459887197
30,0.35714306796866246,0.6428569317668595,9.114220001353747e-11,-0.5999999185153698
31,0.35714296854605543,0.6428570311401505,3.645688333919806e-11,-0.5999999568824906
32,0.3571429159249443,0.6428570836167333,1.4582754038140723e-11,-0.5999999771655329
33,0.357142888029775,0.6428571112544085,5.833101762301515e-12,-0.5999999878729034
34,0.35714287316714516,0.6428571256945481,2.333240735075278e-12,-0.5999999935030851
35,0.357142865127042,0.6428571330544671,9.332962998088166e-13,-0.5999999964289275
36,0.35714286058453587,0.6428571365069987,3.733185207635598e-13,-0.5999999978940574
37,0.35714285771587306,0.6428571376310304,1.493274082387483e-13,-0.5999999985377804
38,0.357142855451684,0.6428571371035408,5.973096312506737e-14,-0.5999999986687158
39,0.3571428530583859,0.6428571350300455,2.389238511393944e-14,-0.599999998402938
40,0.35714284987898537,0.6428571310625335,9.556953952769012e-15,-0.5999999977264462
41,0.35714284513547,0.6428571243709716,3.822781520503884e-15,-0.5999999965112447
42,0.35714283772743094,0.6428571134828803,1.5291125691598987e-15,-0.5999999944967151
43,0.3571428259705526,0.6428570959659476,6.116450026233292e-16,-0.5999999912363555
44,0.3571428072102831,0.6428570678881187,2.446579850119172e-16,-0.5999999860001618
45,0.35714277722067045,0.6428570229367745,9.786318373840904e-17,-0.599999977611878
46,0.3571427292514673,0.6428569510004493,3.9145266924384524e-17,-0.5999999641851314
47,0.35714265250823907,0.6428568358948388,1.5658102564219365e-17,-0.5999999426994107
48,0.3571425297230452,0.6428566517219086,6.263238334122934e-18,-0.5999999083206514
49,0.35714233326885614,0.642856357043145,2.5052936110429054e-18,-0.5999998533136355
