Generation,xOC,xOB,xMM,W_average
0,0.2,0.2,0.6,-0.8263466666666666
1,0.5658026666666667,0.14958933333333332,0.28460799999999986,-0.28673526871442034
2,0.669137957382245,0.11622968886502788,0.214632353752727,-0.3541467965021132
3,0.6582929360913685,0.11569579970031159,0.22601126420831968,-0.33608399086152485
4,0.6605736479157446,0.11100576989598676,0.22842058218826844,-0.3320885921279547
5,0.6626789843293257,0.10621110926261944,0.2311099064080545,-0.32762418402629134
6,0.6648551148940378,0.10125585689993936,0.23388902820602236,-0.3229739453849882
7,0.6670800835163954,0.09616588737283363,0.2367540291107704,-0.318142266955707
8,0.6693419072495618,0.0909679220798508,0.23969017067058662,-0.31315092812676765
9,0.6716265689836833,0.08569269393663093,0.2426807370796847,-0.3080259183914209
10,0.6739188591107481,0.08037431263881914,0.2457068282504314,-0.30279791017971125
11,0.6762026880616638,0.0750495779982008,0.2487477339401336,-0.2975017896419823
12,0.6784615083025979,0.06975707743230165,0.2517814142650982,-0.2921759489012362
13,0.6806787927240852,0.06453610934930425,0.25478509792660764,-0.28686130777379165
14,0.6828385449211516,0.05942548621950324,0.2577359688593413,-0.2816001031754026
15,0.6849258086941545,0.05446229012305758,0.2606119011827829,-0.2764345113756303
16,0.6869271414493162,0.0496806654673845,0.26339219308329287,-0.27140519376739136
17,0.6888310174696612,0.045110736140884775,0.26605824638944586,-0.26654987306376676
18,0.6906281325886366,0.04077772617097039,0.26859414124038267,-0.26190205010902257
19,0.6923115909904485,0.036701344540145564,0.27098706446939297,-0.2574899601349177
20,0.6938769663369266,0.032895468752242994,0.27322756491081407,-0.25333584256270764
21,0.6953222413969402,0.029368132117384073,0.2753096264856553,-0.24945556436759694
22,0.6966476410141275,0.026121791215360797,0.2772305677704862,-0.24585859943858218
23,0.6978553811422316,0.023153826798842127,0.27899079205889443,-0.24254833152080557
24,0.6989493609998255,0.020457216342248,0.2805934226578869,-0.2395226213695139
25,0.6999348260729057,0.01802131055212965,0.28204386337491566,-0.23677456269853608
26,0.7008180272750969,0.01583264871036928,0.28334932401447316,-0.23429334693133208
27,0.7016058970045671,0.01387575673321129,0.2845183462621467,-0.23206516209695988
28,0.7023057571812867,0.012133884705993114,0.28556035811262787,-0.23007406355845494
29,0.7029250685707006,0.010589654840551575,0.2864852765886343,-0.22830277028775875
30,0.7034712255168241,0.00922560423524535,0.28730317024779123,-0.22673335710015646
31,0.7039513960418775,0.008024618137640329,0.2880239858203112,-0.22534782839675144
32,0.7043724042746652,0.006970257968261376,0.28865733775686386,-0.22412857121816127
33,0.7047406502978828,0.006046994087856768,0.2892123556140039,-0.22305869429724773
34,0.7050620615840059,0.005240356493098336,0.28969758192258205,-0.2221222654378919
35,0.7053420699955338,0.004537017818054002,0.2901209121860287,-0.22130446243403915
36,0.7055856086310948,0.003924822764417109,0.2904895686040198,-0.2205916535283522
37,0.7057971234058137,0.003392776901360849,0.29081009969225385,-0.21997142274703074
38,0.7059805950063978,0.002931006091059531,0.29108839890184535,-0.21943255390579466
39,0.7061395676468778,0.0025306959245143365,0.29132973642775745,-0.21896498510714507
40,0.7062771817974581,0.002184018708281685,0.2915387994932236,-0.21855974345869306
41,0.7063962087253283,0.0018840538553517939,0.29171973741805685,-0.21820886774228399
42,0.7064990852542327,0.0016247060682850162,0.29187620867594366,-0.21790532497111903
43,0.7065879476160023,0.0014006244810669942,0.2920114279010567,-0.21764292524013346
44,0.7066646636383095,0.00120712494122171,0.29212821141818696,-0.21741623801387622
45,0.7067308627997174,0.0010401168429391011,0.29222902035456555,-0.21722051199056863
46,0.7067879638985846,0.0008960353354974047,0.2923160007625367,-0.21705159990159117
47,0.7068372002395988,0.0007717792975678364,0.29239102045871807,-0.21690588901796287
48,0.7068796423525525,0.000664655157169907,0.29245570248526975,-0.21678023770455657
49,0.7069162183328765,0.0005723264225115669,0.29251145523851846,-0.21667191805695202
