W IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.2,0.0,2.0000064490553964,0.0,27.40477131809925
0.21000000000000002,0.0,2.000009811365701,0.0,27.4466193386244
0.22,0.0,2.0000046329273102,0.0,27.51324305257367
0.23,1.9418588653624325,3.9993981197024633,1.9966920047060461,27.610855152355896
0.24000000000000002,0.0,2.0000000477448454,1.2556992966654201,27.714022531304206
0.25,0.0,2.000002314040486,1.2617673632938264,27.84490973897323
0.26,0.0,2.0000000477448454,1.2556992966654201,27.99436501441356
0.27,0.0,2.0000000477448454,1.2556992966654201,28.161176890535415
0.28,0.0,2.0000000477448454,1.2556992966654201,28.344240370443174
0.29000000000000004,2.0000128068728715,3.998776155148705,2.0011623510132726,29.20227113259777
0.30000000000000004,1.6983739123589263,2.0000000280732104,1.808704497263665,28.75506093627687
0.31,1.4520336127823494,2.000000007592266,1.4838902998035206,28.98140300593155
0.32,1.9992329817181178,3.9239728154341376,1.995570767845173,29.232986508917843
0.33,1.0001104286481337,4.709197515258548,2.0000076985468547,29.27770857556497
0.34,1.9808139534018452,4.002281727581336,2.0000010134621276,29.41988956944697
0.35,1.9999245376940307,3.9999904360747527,2.0001496898938527,29.63287052822879
0.36,1.0000034366564103,4.552666940242759,2.000001593954991,29.517513244039268
0.37,1.9661431513961056,4.03266273913637,2.0011160535825407,29.613135157450223
0.38,1.9939403149599393,4.001950743828774,2.0000108205504663,29.69851766310496
0.39,1.9999786058569138,3.9999816366589993,2.0011761913677075,29.966215209145705
0.4,1.9999998953834306,3.944683645778519,2.0553169786989334,30.070770776936637
0.41000000000000003,1.9999982080899068,3.834523385241172,2.1654836719412707,30.17248615269866
0.42000000000000004,1.9999999515832587,3.719818455544645,2.2801815981478963,30.269480493060023
0.43000000000000005,1.9979049656582317,3.6139727684681455,2.3881222659552224,30.36232766647344
0.44,1.9999680462259866,3.5122584777676273,2.4877760048233775,30.450609932989387
