Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[1.4268904525908805, 1.7017481316370473, 5.5062600733439195, 1.7563083837407745, 0.38087841582768267, 0.06786193510164415, 0.7493119756108104, 0.07326051887987006]",14.089514153806487,193,341
