Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[1.9999990490275836, 2.6894593592745384, 4.985452482659262, 1.9999896434692834, 0.5990995859071215, 0.06827797699667487, 0.0, 0.1317954216983369]",19.30951348992073,675,1107
