Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,41.246353645634805
0.0,0.02,39.5170635823346
0.0,0.04,38.05233068056238
0.0,0.06,36.735608349398845
0.0,0.08,35.473395409419425
0.0,0.1,34.33631870829832
0.0,0.12,33.380262807803604
0.0,0.14,32.45019549047272
0.0,0.16,31.672891859437343
0.0,0.18,30.96982361821957
0.0,0.2,30.273036541389587
0.0,0.22,29.639540040659156
0.0,0.24,29.118967023881044
0.0,0.26,28.59089614354164
0.0,0.28,28.161656606626252
0.0,0.3,27.770452170044397
0.0,0.32,27.36197719271435
0.0,0.34,26.986140994674457
0.0,0.36,26.68860036253585
0.0,0.38,26.36709533004035
0.0,0.4,26.116400543398214
0.02,0.0,39.25077799272495
0.02,0.02,37.672396613856186
0.02,0.04,36.340273473288576
0.02,0.06,35.145081604361195
0.02,0.08,33.99837608707084
0.02,0.1,32.96729851338333
0.02,0.12,32.10564847171489
0.02,0.14,31.265835426502868
0.02,0.16,30.569372876691446
0.02,0.18,29.941455094973428
0.02,0.2,29.316826818787288
0.02,0.22,28.750416238124878
0.02,0.24,28.29049894927072
0.02,0.26,27.820846425267977
0.02,0.28,27.444622855464516
0.02,0.3,27.103127777689018
0.02,0.32,26.74261973735061
0.02,0.34,26.41171592704795
0.02,0.36,26.155180989628665
0.02,0.38,25.873282092460485
0.02,0.4,25.658802430121863
0.04,0.0,37.52428607070196
0.04,0.02,36.081201919605064
0.04,0.04,34.86843612788344
0.04,0.06,33.709299779729974
0.04,0.08,32.74043331516212
0.04,0.1,31.805246497662257
0.04,0.12,31.02939149952929
0.04,0.14,30.27159835421849
0.04,0.16,29.64896627143328
0.04,0.18,29.03206117221169
0.04,0.2,28.53124645800649
0.04,0.22,28.02636337352927
0.04,0.24,27.62239492324337
0.04,0.26,27.206563270135792
0.04,0.28,26.879480917954197
0.04,0.3,26.534342419540625
0.04,0.32,26.26814007888062
0.04,0.34,25.978987848406284
0.04,0.36,25.760814200020537
0.04,0.38,25.51586043003768
0.04,0.4,25.33540298174585
0.06,0.0,36.02676478035563
0.06,0.02,34.70586543976802
0.06,0.04,33.60131814798599
0.06,0.06,32.54491967339062
0.06,0.08,31.6677534069925
0.06,0.1,30.819962139215452
0.06,0.12,30.12266768982434
0.06,0.14,29.439982917612785
0.06,0.16,28.88530220264802
0.06,0.18,28.33352003355232
0.06,0.2,27.891963960840194
0.06,0.22,27.443970399374557
0.06,0.24,27.092032987796053
0.06,0.26,26.72620465689117
0.06,0.28,26.44505739321839
0.06,0.3,26.144082297468135
0.06,0.32,25.91860260876887
0.06,0.34,25.668596351946523
0.06,0.36,25.486631584515706
0.06,0.38,25.276462302247403
0.06,0.4,25.128261444795122
0.08,0.0,34.72559050479397
0.08,0.02,33.5157709657619
0.08,0.04,32.51000388511518
0.08,0.06,31.547439639168942
0.08,0.08,30.75439460548972
0.08,0.1,29.98680746946856
0.08,0.12,29.361953038049137
0.08,0.14,28.748537065478168
0.08,0.16,28.256847087161276
0.08,0.18,27.76542820774464
0.08,0.2,27.379101841275983
0.08,0.22,26.984109329873462
0.08,0.24,26.680928884659643
0.08,0.26,26.361922470625792
0.08,0.28,26.124050960058323
0.08,0.3,25.864634384146747
0.08,0.32,25.677719711923967
0.08,0.34,25.46472601228472
0.08,0.36,25.317222562665595
0.08,0.38,25.140088899044997
0.08,0.4,25.02273114989052
0.1,0.0,33.59397173518012
0.1,0.02,32.485757526149825
0.1,0.04,31.570716162859576
0.1,0.06,30.694391086115488
0.1,0.08,29.97900392573286
0.1,0.1,29.285494559643944
0.1,0.12,28.72787101662761
0.1,0.14,28.17876182700654
0.1,0.16,27.745854557155827
0.1,0.18,27.310771039280556
0.1,0.2,26.976274116987618
0.1,0.22,26.6310104683539
0.1,0.24,26.373843334320725
0.1,0.26,26.09900201089374
0.1,0.28,25.9021982776315
0.1,0.3,25.68218710383368
0.1,0.32,25.532068144073406
0.1,0.34,25.354344886498332
0.1,0.36,25.239891893415844
0.1,0.38,25.09438790746333
0.1,0.4,25.006754540080937
0.12,0.0,32.60971193051185
0.12,0.02,31.594966549159178
0.12,0.04,30.76373306604856
0.12,0.06,29.9671287982998
0.12,0.08,29.32385543362898
0.12,0.1,28.699175705036062
0.12,0.12,28.20432634900316
0.12,0.14,27.71528715365873
0.12,0.16,27.337577906368022
0.12,0.18,26.95540740434933
0.12,0.2,26.669861605672587
0.12,0.22,26.37156592900711
0.12,0.24,26.15810939083329
0.12,0.26,25.925213646836625
0.12,0.28,25.767647036124547
0.12,0.3,25.585264268549317
0.12,0.32,25.470497175393557
0.12,0.34,25.32663053185425
0.12,0.36,25.24410059479804
0.12,0.38,25.12910884761903
0.12,0.4,25.070329928187224
0.14,0.0,31.754273546352245
0.14,0.02,30.825967920978638
0.14,0.04,30.07256718223347
0.14,0.06,29.350058780764062
0.14,0.08,28.77411903809625
0.14,0.1,28.21375117653746
0.14,0.12,27.777846106494373
0.14,0.14,27.34524457196606
0.14,0.16,27.01966882867764
0.14,0.18,26.687495322706134
0.14,0.2,26.44845809640805
0.14,0.22,26.19479891586871
0.14,0.24,26.02312074989067
0.14,0.26,25.83031775913212
0.14,0.28,25.710475043995487
0.14,0.3,25.56426140403555
0.14,0.32,25.483677420262037
0.14,0.34,25.372531327237816
0.14,0.36,25.321037387347463
0.14,0.38,25.235685801644586
0.14,0.4,25.205104002005022
0.16,0.0,31.012060600877756
0.16,0.02,30.164090394064456
0.16,0.04,29.483334918700756
0.16,0.06,28.830045214535797
0.16,0.08,28.317298557015043
0.16,0.1,27.817337455851746
0.16,0.12,27.437072725036806
0.16,0.14,27.05778469883669
0.16,0.16,26.78171552967823
0.16,0.18,26.497048376713188
0.16,0.2,26.30244622852497
0.16,0.22,26.09145356553973
0.16,0.24,25.959934983123205
0.16,0.26,25.80568241218337
0.16,0.28,25.72232025451897
0.16,0.3,25.611086723577067
0.16,0.32,25.56375145759832
0.16,0.34,25.48442716437659
0.16,0.36,25.463289226394576
0.16,0.38,25.4069166824449
0.16,0.4,25.404058459260447
0.18,0.0,30.303287758170256
0.18,0.02,29.59690169776126
0.18,0.04,28.984267608349207
0.18,0.06,28.395949088669436
0.18,0.08,27.885668270260535
0.18,0.1,27.49985272893411
0.18,0.12,27.17236933468788
0.18,0.14,26.843699667995878
0.18,0.16,26.563104186653838
0.18,0.18,26.375592443521313
0.18,0.2,26.2236645168944
0.18,0.22,26.05367563009161
0.18,0.24,25.960964974707824
0.18,0.26,25.843986389806116
0.18,0.28,25.796091925442994
0.18,0.3,25.718880952603165
0.18,0.32,25.657671194829376
0.18,0.34,25.655866260141487
0.18,0.36,25.664583184061076
0.18,0.38,25.636711578153104
0.18,0.4,25.61653470768983
0.2,0.0,29.75153806432491
0.2,0.02,29.113801978746693
0.2,0.04,28.565327407363952
0.2,0.06,28.038267772702532
0.2,0.08,27.585367757048957
0.2,0.1,27.252692219819707
0.2,0.12,26.97550929795552
0.2,0.14,26.695129728211988
0.2,0.16,26.46029486580343
0.2,0.18,26.31589215612041
0.2,0.2,26.205145145545835
0.2,0.22,26.074761737126263
0.2,0.24,26.019736838175948
0.2,0.26,25.93898340267389
0.2,0.28,25.92574359757283
0.2,0.3,25.88179807864255
0.2,0.32,25.852471489057947
0.2,0.34,25.88135604611665
0.2,0.36,25.91958327725056
0.2,0.38,25.91989480101614
0.2,0.4,25.926736702872248
0.22,0.0,29.278692023285004
0.22,0.02,28.70570125712885
0.22,0.04,28.217904873542654
0.22,0.06,27.748847421354153
0.22,0.08,27.350438396123494
0.22,0.1,27.068469946002683
0.22,0.12,26.83943201056659
0.22,0.14,26.605327744311992
0.22,0.16,26.414483118686235
0.22,0.18,26.31173686517051
0.22,0.2,26.240908395610376
0.22,0.22,26.148958838617943
0.22,0.24,26.13069598681369
0.22,0.26,26.085317086937753
0.22,0.28,26.106092197637935
0.22,0.3,26.094829483365842
0.22,0.32,26.09692200114157
0.22,0.34,26.15619773889268
0.22,0.36,26.223728805295526
0.22,0.38,26.252047390105048
0.22,0.4,26.285811727686383
0.24,0.0,28.876457024935323
0.24,0.02,28.36476388027009
0.24,0.04,27.87672620200854
0.24,0.06,27.520655595130183
0.24,0.08,27.174201780102926
0.24,0.1,26.940814152965665
0.24,0.12,26.705603548080035
0.24,0.14,26.568470773213612
0.24,0.16,26.42009466987977
0.24,0.18,26.357768280928234
0.24,0.2,26.276390446057643
0.24,0.22,26.271305532215905
0.24,0.24,26.240683372682994
0.24,0.26,26.278371174972456
0.24,0.28,26.285149182137182
0.24,0.3,26.353663825419403
0.24,0.32,26.386856356101276
0.24,0.34,26.47635373882992
0.24,0.36,26.52696063462976
0.24,0.38,26.62938107888163
0.24,0.4,26.690092906078107
0.26,0.0,28.53765105449832
0.26,0.02,28.084200461204905
0.26,0.04,27.651877446416414
0.26,0.06,27.347596258795868
0.26,0.08,27.050869398675296
0.26,0.1,26.86420037153117
0.26,0.12,26.673973991462166
0.26,0.14,26.579510483425274
0.26,0.16,26.472296682278333
0.26,0.18,26.449340488563664
0.26,0.2,26.405974721041204
0.26,0.22,26.437502699159204
0.26,0.24,26.442225109024157
0.26,0.26,26.514149288984395
0.26,0.28,26.553941002529623
0.26,0.3,26.65457385328577
0.26,0.32,26.718675999700245
0.26,0.34,26.838340374257797
0.26,0.36,26.9178985887603
0.26,0.38,27.048636280462755
0.26,0.4,27.13643049509229
0.28,0.0,28.256024213977508
0.28,0.02,27.858102358832408
0.28,0.04,27.47897284785121
0.28,0.06,27.22436245428636
0.28,0.08,26.975399680301898
0.28,0.1,26.833816491346465
0.28,0.12,26.687071112689644
0.28,0.14,26.634050038044215
0.28,0.16,26.566879376865415
0.28,0.18,26.582408377652996
0.28,0.2,26.576261744008917
0.28,0.22,26.643808890951806
0.28,0.24,26.68336078610459
0.28,0.26,26.78917682605877
0.28,0.28,26.861704766043175
0.28,0.3,26.994324244783968
0.28,0.32,27.08926060949476
0.28,0.34,27.239140776294803
0.28,0.36,27.34774511225607
0.28,0.38,27.506999175293473
0.28,0.4,27.62211134667608
0.3,0.0,28.026114817655223
0.3,0.02,27.681302975304845
0.3,0.04,27.353129256937116
0.3,0.06,27.146312704567784
0.3,0.08,26.943382792741094
0.3,0.1,26.845453881289945
0.3,0.12,26.740880385685674
0.3,0.14,26.72824287422445
0.3,0.16,26.70016143045509
0.3,0.18,26.7534346842688
0.3,0.2,26.78385656017433
0.3,0.22,26.886954541018817
0.3,0.24,26.960946236236538
0.3,0.26,27.100421129827424
0.3,0.28,27.205520521651064
0.3,0.3,27.3700962232027
0.3,0.32,27.495895042745595
0.3,0.34,27.676133488836125
0.3,0.36,27.813975766427163
0.3,0.38,28.002034224039587
0.3,0.4,28.144791865482123
0.32,0.0,27.84312924748594
0.32,0.02,27.549270651515318
0.32,0.04,27.27005903763903
0.32,0.06,27.109371289586775
0.32,0.08,26.950946641217143
0.32,0.1,26.895416740142785
0.32,0.12,26.831875445109986
0.32,0.14,26.858711641805446
0.32,0.16,26.86891034844921
0.32,0.18,26.959314232364008
0.32,0.2,27.025779677622005
0.32,0.22,27.164071632704825
0.32,0.24,27.27222496988206
0.32,0.26,27.445225409434528
0.32,0.28,27.58283264652593
0.32,0.3,27.779425598070862
0.32,0.32,27.93620886649349
0.32,0.34,28.147033955580056
0.32,0.36,28.314395106896484
0.32,0.38,28.531627540747422
0.32,0.4,28.70244448314008
0.34,0.0,27.70284546308158
0.34,0.02,27.45800920734594
0.34,0.04,27.22598341820499
0.34,0.06,27.109946325227405
0.34,0.08,26.99467826637808
0.34,0.1,26.98044640268141
0.34,0.12,26.956948277018082
0.34,0.14,27.02247925732088
0.34,0.16,27.07027719003193
0.34,0.18,27.197310880913847
0.34,0.2,27.29940682745626
0.34,0.22,27.47263525833697
0.34,0.24,27.614771817641486
0.34,0.26,27.82125418312904
0.34,0.28,27.991396834014257
0.34,0.3,28.220151080202406
0.34,0.32,28.408126861195033
0.34,0.34,28.649845808402972
0.34,0.36,28.84708862307297
0.34,0.38,29.09394104498383
0.34,0.4,29.293310958054683
0.36,0.0,27.601530971462836
0.36,0.02,27.403986715399515
0.36,0.04,27.217560649650245
0.36,0.06,27.144860814888027
0.36,0.08,27.071557698844344
0.36,0.1,27.097660593656087
0.36,0.12,27.113349243962276
0.36,0.14,27.2169122104683
0.36,0.16,27.301742277686813
0.36,0.18,27.46500545172117
0.36,0.2,27.602418577820284
0.36,0.22,27.81041497967678
0.36,0.24,27.986446025453162
0.36,0.26,28.226447684463288
0.36,0.28,28.42923670342377
0.36,0.3,28.690372188348444
0.36,0.32,28.90982678332482
0.36,0.34,29.182819425061783
0.36,0.36,29.4103835240848
0.36,0.38,29.687373500064858
0.36,0.4,29.915866237810327
0.38,0.0,27.535874201416718
0.38,0.02,27.32904580536622
0.38,0.04,27.241825019162704
0.38,0.06,27.158228986864575
0.38,0.08,27.178904854192268
0.38,0.1,27.244500739741632
0.38,0.12,27.298637597120134
0.38,0.14,27.43967316561491
0.38,0.16,27.56106968345381
0.38,0.18,27.71006956627071
0.38,0.2,27.93275814696633
0.38,0.22,28.12570460242999
0.38,0.24,28.38535209734517
0.38,0.26,28.609607440935925
0.38,0.28,28.894605807607952
0.38,0.3,29.188412233296646
0.38,0.32,29.43970481232389
0.38,0.34,29.744419098584835
0.38,0.36,30.00281561547424
0.38,0.38,30.262098955666914
0.38,0.4,30.56878570116316
0.4,0.0,27.50292761346506
0.4,0.02,27.340787519795267
0.4,0.04,27.296136460962
0.4,0.06,27.25383889033843
0.4,0.08,27.314333082037336
0.4,0.1,27.418688415449594
0.4,0.12,27.510639955353795
0.4,0.14,27.688681016020674
0.4,0.16,27.846269034586157
0.4,0.18,28.030778949169992
0.4,0.2,28.288596363735397
0.4,0.22,28.51595308743238
0.4,0.24,28.80980680074957
0.4,0.26,29.06755797443133
0.4,0.28,29.385957434386626
0.4,0.3,29.712788981098996
0.4,0.32,29.996346230729444
0.4,0.34,30.333293804743185
0.4,0.36,30.623101238201077
0.4,0.38,30.913334264667817
0.4,0.4,31.25091902550277
