GF IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.08,3.9997490209107536,3.0002730866478746,1.9999807061240524,27.908463898100894
0.09,4.99996457909291,2.5098295772232397,1.999956521926697,27.3716853212575
0.1,3.9999912704457294,2.887864385739486,2.112170226645021,28.915210235698712
0.11,4.9917316822076145,2.0019136447102657,3.0063546524651326,29.77171867297974
0.12,4.9938933840505495,2.000045632461828,3.006049978109961,29.68369455272142
0.13,4.800794882986579,2.1897260403313523,3.0094790741450446,29.64851389904095
0.14,4.882864203245662,2.0873721542038233,3.0297636269860853,29.596885835007186
0.15000000000000002,4.9528229527492735,2.000035037365004,3.047137577537574,29.548600372010622
0.16,4.952789482346043,2.000005676462414,3.0471871620318325,29.508744924211367
0.16999999999999998,4.953168011472112,2.0001159822209402,3.0467025413909266,29.478639971365137
0.18,4.946331203234667,2.053444865216731,3.000079795103259,29.433495515681177
0.19,4.999999335341929,2.5590433949104012,2.4409573174931687,29.18768954902268
0.2,4.999999999914362,2.456645361995629,2.5433603979780353,29.242741418337282
0.21000000000000002,4.999970689365682,2.1337973876626943,2.8662663144980556,29.317246157419895
0.22000000000000003,4.999999999253248,2.256841817089267,2.7431644124623005,29.34459282656931
0.22999999999999998,4.947031066146108,2.052863696681774,3.000093075063755,29.47662834148536
0.24,4.946784179004608,2.052213501503257,3.0009912263735226,29.505159474810057
0.25,4.998506298619398,2.000029104985681,3.0000395821291796,29.505764598411652
0.26,4.999961188717161,2.0083341617753963,2.9917503725134043,29.524027784835233
0.27,4.999996166495919,2.0122841215452376,2.992874248130102,29.57538250397177
