Key,Value
0.0,52.89162878175229
0.001,53.42887358471061
0.002,53.284312643532395
0.003,53.14014901839812
0.004,52.99638104986515
0.005,52.85300948712584
0.006,52.71003242327147
0.007,52.567450010704405
0.008,52.42526108229516
0.009,52.28346446963379
0.01,52.142063892368846
0.011,52.00105272777487
0.012,51.860432922781335
0.013,51.720203492538126
0.014,51.580364418077785
0.015,51.4409148355003
0.016,51.301854544224184
0.017,51.16318296153471
0.018,51.02489897383891
0.019,50.88700119243203
0.02,50.749491859974896
0.021,50.61236681416785
0.022,50.47562854529685
0.023,50.339274134060936
0.024,50.203305869612294
0.025,50.06771999197437
0.026,49.93251818789374
0.027,49.79769751195435
0.028,49.663260090202954
0.029,49.529203656094246
0.03,49.39552811096539
0.031,49.26223288881386
0.032,49.12931742375431
0.033,48.996781151758036
0.034,48.86462254528239
0.035,48.732843635031436
0.036,48.60144181015694
0.037,48.47041665878512
0.038,48.33976756453023
0.039,48.209494657167404
0.04,48.07959762385868
0.041,47.95007481743771
0.042,47.82092581898703
0.043,47.692150565965896
0.044,47.563749313365555
0.045,47.43571977377754
0.046,47.30806263352912
0.047,47.1807768253165
0.048,47.05386169040026
0.049,46.92731717334277
0.05,46.80114255837968
0.051,46.675337273636565
0.052,46.54990094824505
0.053,46.42483280194053
0.054,46.30013227200332
0.055,46.175798997113304
0.056,46.05183255244106
0.057,45.92823217517462
0.058,45.804996509954954
0.059,45.682127240997005
0.06,45.55962217947105
0.061,45.437481179213776
0.062,45.31570382293497
0.063,45.1942894137759
0.064,45.073237535694034
0.065,44.952547677958414
0.066,44.83221933205597
0.067,44.71225199144011
0.068,44.59264515986438
0.069,44.47339833110861
0.07,44.35450996760208
0.071,44.23598165825089
0.072,44.11781184966382
0.073,44.00000003454444
0.074,43.88254572854657
0.075,43.76544843851363
0.076,43.64870767304431
0.077,43.53232294235843
0.078,43.41629533193714
0.079,43.30062120962915
0.08,43.18530165874986
0.081,43.07033626683417
0.082,42.95572443936517
0.083,42.841465679862104
0.084,42.727559639574615
0.085,42.61400576058753
0.086,42.500803573749735
0.087,42.387952682055406
0.088,42.27545248828941
0.089,42.163301942779626
0.09,42.05150258874087
0.091,41.9400518803186
0.092,41.82895006103485
0.093,41.71819676483097
0.094,41.607791277457814
0.095,41.49773325229296
0.096,41.38802214718645
0.097,41.278658510110866
0.098,41.16964068074275
0.099,41.06096846675374
0.1,40.952641496313596
0.101,40.84465934986091
0.102,40.73702165401271
0.103,40.62972781103211
0.104,40.52277747947582
0.105,40.41617020651076
0.106,40.30990555535929
0.107,40.203983066409265
0.108,40.09840236159599
0.109,39.99316298050297
0.11,39.88826453311214
0.111,39.78370651351193
0.112,39.679488539008425
0.113,39.575610192579646
0.114,39.47207101068064
0.115,39.3688706425345
0.116,39.26600864048279
0.117,39.16348453924715
0.118,39.06129801585933
0.119,38.95944863937421
0.12,38.85793593396714
0.121,38.75675961165341
0.122,38.6559191587388
0.123,38.55541425922784
0.124,38.45524440985977
0.125,38.35540926292054
0.126,38.25590827228418
0.127,38.15674148935416
0.128,38.05790784293916
0.129,37.959407592341186
0.13,37.86124008665664
0.131,37.76340490687455
0.132,37.665901690439746
0.133,37.56873005735587
0.134,37.471889627566824
0.135,37.3753800227617
0.136,37.27920085212351
0.137,37.18335177404117
0.138,37.087832399116685
0.139,36.99264236239167
0.14,36.897781285885635
0.141,36.80324869768033
