Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[0.5016464942398922, 0.35664261161999644, 5.707910735444625, 1.6087018343711457, 0.5499999999999865, 0.15097220855879645, 0.23491674377863975, 0.014178736386189335]",14.18067692592501,286,497
