W IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.2,4.000136676777295,2.034129075357372,2.0000091918057175,29.43597182288057
0.21000000000000002,4.002788286456401,2.0000364263027235,2.001759679678309,29.479963194309295
0.22,4.000005702191949,2.0000000991873534,2.0665051258835128,29.526556236566147
0.23,4.000000159826207,2.0000000105648486,2.1399549687032855,29.573777654527397
0.24000000000000002,4.000000879824323,2.0000000147751846,2.2123974774209767,29.621432055386265
0.25,4.0000026983810955,2.0000096025579666,2.284669926149684,29.669518951818553
0.26,3.7280500370795084,2.000000026097619,2.2716009177722793,29.64596677182641
0.27,3.9511523561090565,1.9999989355900647,2.0492574893971427,29.707610348841836
0.28,3.9511523561090565,1.9999989355900647,2.0492574893971427,29.707610348841836
0.29000000000000004,4.000000372817983,1.7723618410065745,2.083274501904585,29.611686847325693
0.30000000000000004,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.31,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.32,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.33,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.34,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.35,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.36,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.37,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.38,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.39,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.4,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.41000000000000003,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.42000000000000004,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.43000000000000005,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
0.44,4.000000048817217,1.8843585985455051,2.0830553982908526,29.61168688144205
