GF IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.08,6.9998664405724345,3.0000126175292454,0.0,27.805219067316344
0.09,5.9999954868290075,3.0000001764003468,0.0,27.80312331949962
0.1,9.989971567791054,3.000002096043961,0.010024035386934773,27.770242885107038
0.11,9.999902702622428,3.0000874498646697,0.0,27.733563044011493
0.12,8.999952002410215,2.0000015678029284,0.0,27.626021545402835
0.13,11.99997424141121,2.0000108897861493,0.0,27.606393456713704
0.14,3.002153480317859,3.0000096862230468,1.99780664196041,29.11396930578045
0.15000000000000002,2.000000000273518,1.7383985518171974,1.9930156632976925,27.58336272653799
0.16,2.9777356843848093,3.0129086287119,1.999948236521695,29.499206307091736
0.16999999999999998,41.48618807909533,3.0932645946461785,2.42053695675379,27.868050773146983
0.18,23.476754692106717,3.010553673316126,2.5126784266971267,28.15554189298857
0.19,2.0371359415973913,3.0000063623761744,2.0000000531539968,29.750739278691736
0.2,2.000020361880659,3.000522010298564,2.000347551333123,29.773881893456707
0.21000000000000002,2.081324372745607,3.0000175294922773,2.000000004134794,29.7996526752659
0.22000000000000003,2.097385626316811,2.6589384083615215,2.0000000000546416,29.790606875062092
0.22999999999999998,2.0000001206917553,2.6273483281636754,2.0000000025611477,29.809638317654713
0.24,2.0000000041738266,2.577643639631173,2.0000836989091235,29.830848065717518
0.25,2.0107575643540345,3.0000023401265503,2.000000123635565,29.91384578894834
0.26,2.0000000275022565,2.5121719388789003,2.0020809309220784,29.87752410462693
0.27,2.0000044368996113,3.0000739022018434,2.004717811515767,29.97766437677338
