Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[3.0026492193084797, 2.1958486171749607, 4.799590476686699, 5.001911564636154, 0.45570546385674565, 0.034815455662413286]",25.39092112332346,523,895
