Generation,nOC,nOB,nMMd,nMMr,total nMM
0.0,20.0,30.0,20.0,5.0,25.0
0.5042016806722689,31.07011282718809,29.209335485828497,19.919729876348864,5.043859971601575,24.963589847950438
1.0084033613445378,38.13329948998013,28.484225665592763,20.207464589472423,5.135678697284831,25.343143286757254
1.5126050420168067,42.86798950538511,27.802785346384965,20.690021597122904,5.251063155153494,25.941084752276396
2.0168067226890756,46.23341904085607,27.15425606562651,21.279670392087503,5.3775391324853805,26.657209524572885
2.5210084033613445,48.78295156871005,26.532752800791044,21.928217906054847,5.508321740520036,27.436539646574882
3.0252100840336134,50.83719891572179,25.93482786913794,22.608001251407163,5.639625144281491,28.247626395688656
3.5294117647058822,52.58227920802731,25.358324328223514,23.3026225016564,5.769312212809776,29.071934714466177
4.033613445378151,54.126287340694105,24.801790669912133,24.00205808118385,5.896172671425527,29.89823075260938
4.53781512605042,55.5319667195595,24.26416977745466,24.69996507014806,6.019525171836584,30.719490241984644
5.042016806722689,56.83568946157769,23.74462987267853,25.39216136669748,6.1389940740463835,31.531155440743863
5.546218487394958,58.05850937981419,23.24247137704181,26.07575615159354,6.254382822343733,32.330138973937274
6.050420168067227,59.21260892172204,22.75707511690896,26.748648071406443,6.365601473313227,33.11424954471967
6.554621848739496,60.305063306679365,22.28787329981456,27.409233835473266,6.472624844979934,33.8818586804532
7.0588235294117645,61.34003764287036,21.834333143222004,28.056238182500856,6.575468110406733,34.63170629290759
7.563025210084033,62.3200684363096,21.39594756278795,28.688614042958807,6.6741723715533645,35.36278641451217
8.067226890756302,63.24680888032151,20.972229818401466,29.30548341542802,6.768795979819487,36.07427939524751
8.571428571428571,64.12146022459075,20.562710383140576,29.906101827841322,6.859409183198846,36.76551101104017
9.07563025210084,64.94501875809887,20.166935064349634,30.489836474532133,6.946090718438596,37.43592719297073
9.579831932773109,65.71841468087354,19.78446383229535,31.05615224077222,7.028925554736862,38.08507779550908
10.084033613445378,66.44258820729118,19.414870041906596,31.60460220904208,7.108003320786557,38.712605529828636
10.588235294117647,67.11852807565039,19.057739881648406,32.13482077820171,7.183417161628839,39.318237939830546
11.092436974789916,67.74728910453123,18.71267194439391,32.646518183265194,7.2552628587555885,39.90178104202078
11.596638655462185,68.32999696422104,18.37927686897934,33.1394758293802,7.323638128268615,40.463113957648815
12.100840336134453,68.86784629673895,18.057177020166034,33.61354205437602,7.388642039486676,41.002184093862695
12.605042016806722,69.36209459484684,17.746006195797065,34.06862820505407,7.450374535039813,41.51900274009388
13.109243697478991,69.81405467127074,17.44540933323725,34.50470467327564,7.5089359943183025,42.01364066759394
13.61344537815126,70.22508576613805,17.155042230994777,34.921797119781864,7.564426867971002,42.486223987752865
14.117647058823529,70.5965848177522,16.87457127685375,35.31998278736316,7.616947359016437,42.936930146379595
14.621848739495798,70.9299778022312,16.603673172526598,35.69938678425115,7.666597135100135,43.36598391935129
15.126050420168067,71.2267114280596,16.3420346633907,36.06017845686253,7.7134750778528725,43.7736535347154
15.630252100840336,71.48824549842881,16.089352271887478,36.402567848508895,7.757679063681652,44.160246912190544
16.134453781512605,71.71604560833238,15.845332025465028,36.7268021367308,7.799305767114386,44.52610790384518
16.63865546218487,71.91157724535913,15.609689222016538,37.033162596246974,7.838450506875325,44.8716131031223
17.142857142857142,72.07629970012174,15.382148169207467,37.321961336181104,7.875207104960483,45.197168441141585
17.647058823529413,72.21165776146294,15.16244182912639,37.593536791035305,7.909667678447107,45.50320446948241
18.15126050420168,72.3190822762351,14.950311726025193,37.84825274550495,7.941922656378446,45.790175401883396
18.655462184873947,72.39998294824348,14.745507607492454,38.08649420547264,7.972060608513692,46.05855481398633
19.159663865546218,72.45574519098952,14.547787219293088,38.308664872799106,8.000168186872196,46.3088330596713
19.66386554621849,72.48772558384228,14.356916074678097,38.5151846393273,8.026330074705033,46.54151471403233
20.168067226890756,72.49724947971015,14.172667218165646,38.70648697704408,8.050628923477584,46.75711590052166
20.672268907563023,72.48561032388147,13.994820996404094,38.88301654965786,8.073145310359601,46.95616186001746
21.176470588235293,72.4540679115792,13.823164829620149,39.045226902162426,8.093957700253595,47.13918460241602
21.680672268907564,72.40384401641239,13.657493012970034,39.19357870099653,8.113142450245311,47.306721151241845
22.18487394957983,72.33612217301638,13.497606497816568,39.32853764809731,8.130773783534847,47.45931143163216
22.6890756302521,72.25204845882324,13.343312674882819,39.45057252658145,8.146923772391451,47.59749629897291
23.19327731092437,72.15272886943225,13.194425182531749,39.56015369326507,8.161662352680432,47.7218160459455
23.69747899159664,72.03922927904225,13.05076370921,39.65775150572752,8.175057327298322,47.83280883302584
24.201680672268907,71.91257572553644,12.912153800448744,39.74383486204591,8.187174373910402,47.93100923595631
24.705882352941174,71.7737538456739,12.778426675595307,39.81886994486863,8.198077064981465,48.0169470098501
25.210084033613445,71.62370912484691,12.64941904621738,39.88331902499468,8.207826887337587,48.091145912332266
25.714285714285715,71.46334733177109,12.524972940676053,39.93763938102303,8.216483265032393,48.15412264605543
26.218487394957982,71.29353481192112,12.404935534256873,39.982282342643906,8.224103587513083,48.20638593015699
26.72268907563025,71.11509908104225,12.289158983513774,40.01769242000541,8.230743239283907,48.24843565928931
27.22689075630252,70.92882951462808,12.177500265640226,40.044306529740005,8.23645563206594,48.280762161805946
27.73109243697479,70.735479225762,12.069820879894758,40.0625536109625,8.241292300216893,48.303845911179394
28.235294117647058,70.53576008249527,11.965987411786472,40.07285255253419,8.24530263349952,48.31815518603371
28.739495798319325,70.33035496326369,11.865870002785982,40.075614519055485,8.248534501139783,48.324149020195264
