Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[1.8137120293955804, 2.9829611933512474, 1.9999993420054727, 0.09180789714776938, 0.3952099558466706, 0.05464624863813991]",14.106816783568812,336,557
