Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,0.43631913291116264
0.0,0.02,0.42815234661915635
0.0,0.04,0.4206869191425484
0.0,0.06,0.4138246854031036
0.0,0.08,0.40746550823219274
0.0,0.1,0.40164266162040685
0.0,0.12,0.3963945101011165
0.0,0.14,0.3915452853015989
0.0,0.16,0.3872090673925972
0.0,0.18,0.38328205031004114
0.0,0.2,0.37965143528299394
0.0,0.22,0.3763641149786777
0.0,0.24,0.3734790859223993
0.0,0.26,0.3707969659941174
0.0,0.28,0.36846988862293417
0.0,0.3,0.36638614588316265
0.0,0.32,0.36442494066726017
0.0,0.34,0.36265833184375096
0.0,0.36,0.36116958418679546
0.0,0.38,0.3597375871541951
0.0,0.4,0.35855308955195003
0.02,0.0,0.4259651417432627
0.02,0.02,0.4182427064469584
0.02,0.04,0.41123086552538934
0.02,0.06,0.4048241144196681
0.02,0.08,0.3989138358923816
0.02,0.1,0.39353675297014423
0.02,0.12,0.388736055006287
0.02,0.14,0.38432143569746624
0.02,0.16,0.3804190136576959
0.02,0.18,0.3769171698809294
0.02,0.2,0.3736947734716227
0.02,0.22,0.37080496176445554
0.02,0.24,0.36831354628567536
0.02,0.26,0.3660057952644932
0.02,0.28,0.36404837351961544
0.02,0.3,0.36232179734490855
0.02,0.32,0.3606975015893541
0.02,0.34,0.35925500634619256
0.02,0.36,0.35808500562721896
0.02,0.38,0.35695149240076374
0.02,0.4,0.3560601358845007
0.04,0.0,0.41666009662766695
0.04,0.02,0.4093947668728777
0.04,0.04,0.40284715012251904
0.04,0.06,0.3968255765666391
0.04,0.08,0.3914505726069212
0.04,0.1,0.3865250631076793
0.04,0.12,0.3821761359828878
0.04,0.14,0.3781994636108666
0.04,0.16,0.37473295127292655
0.04,0.18,0.3715640382217028
0.04,0.2,0.3688440133453448
0.04,0.22,0.36635178402880836
0.04,0.24,0.3642532374137011
0.04,0.26,0.36231896401203834
0.04,0.28,0.36072963448437667
0.04,0.3,0.3592480956317412
0.04,0.32,0.35806924311173277
0.04,0.34,0.35694898244199486
0.04,0.36,0.3560953727440657
0.04,0.38,0.3552583047460876
0.04,0.4,0.3546576326199853
0.06,0.0,0.4083262539783523
0.06,0.02,0.4015271931859813
0.06,0.04,0.3954510222738835
0.06,0.06,0.3898937761767958
0.06,0.08,0.3849846783740341
0.06,0.1,0.38051367274478554
0.06,0.12,0.3766181070426998
0.06,0.14,0.3730801683142243
0.06,0.16,0.370049261485594
0.06,0.18,0.3672990136426538
0.06,0.2,0.36499313726316174
0.06,0.22,0.3628965698763421
0.06,0.24,0.36118825574461466
0.06,0.26,0.35962480992176626
0.06,0.28,0.3584003379139455
0.06,0.3,0.35726383922404703
0.06,0.32,0.35642380281667635
0.06,0.34,0.35562252902797997
0.06,0.36,0.35508164734568204
0.06,0.38,0.35453777794535213
0.06,0.4,0.35422417634433995
0.08,0.0,0.4008914990010016
0.08,0.02,0.3945647759340751
0.08,0.04,0.3889643424389143
0.08,0.06,0.3838743712419323
0.08,0.08,0.3794326534178739
0.08,0.1,0.37541664401963526
0.08,0.12,0.37197372982419075
0.08,0.14,0.3688731652684666
0.08,0.16,0.3662755336108283
0.08,0.18,0.3639412634350705
0.08,0.2,0.3620460692793528
0.08,0.22,0.3603415896866097
0.08,0.24,0.3590193080626543
0.08,0.26,0.35782258940544315
0.08,0.28,0.3569583653894701
0.08,0.3,0.3561625644507618
0.08,0.32,0.35565657891013575
0.08,0.34,0.35516992511198253
0.08,0.36,0.35493704169796997
0.08,0.38,0.35468213892531064
0.08,0.4,0.3546510521159788
0.1,0.0,0.39428896477372344
0.1,0.02,0.38843798586139283
0.1,0.04,0.38331507106229923
0.1,0.06,0.37869297188575346
0.1,0.08,0.37471789695116076
0.1,0.1,0.371155315956911
0.1,0.12,0.36816240667787536
0.1,0.14,0.3654960572370767
0.1,0.16,0.36332767953355394
0.1,0.18,0.36140513192689205
0.1,0.2,0.35991567846488515
0.1,0.22,0.3585983472715909
0.1,0.24,0.35765661066710785
0.1,0.26,0.3568213282152576
0.1,0.28,0.35631161787680576
0.1,0.3,0.35585113255972706
0.1,0.32,0.3556734474335541
0.1,0.34,0.35549613633243604
0.1,0.36,0.35556565659992767
0.1,0.38,0.3555946897991248
0.1,0.4,0.3558407994146152
0.12,0.0,0.3884566660813194
0.12,0.02,0.38308254964584576
0.12,0.04,0.3784367876486443
0.12,0.06,0.37428115775616916
0.12,0.08,0.37077011655830594
0.12,0.1,0.3676576588726326
0.12,0.12,0.36511048323394535
0.12,0.14,0.3628736875284605
0.12,0.16,0.36112913652925227
0.12,0.18,0.35961275812148363
0.12,0.2,0.35852288790245085
0.12,0.22,0.3575866439174874
0.12,0.24,0.3570189121321522
0.12,0.26,0.35653880385964154
0.12,0.28,0.3563769590540618
0.12,0.3,0.3562455640164164
0.12,0.32,0.35638963358884035
0.12,0.34,0.35651565357779275
0.12,0.36,0.3568812867868209
0.12,0.38,0.3571885827951987
0.12,0.4,0.35770596175869634
0.14,0.0,0.3833371482409421
0.14,0.02,0.37843905025479907
0.14,0.04,0.3742682430727163
0.14,0.06,0.3705759828481817
0.14,0.08,0.3675247850274628
0.14,0.1,0.3648576872214512
0.14,0.12,0.3627506168265345
0.14,0.14,0.36093746422459094
0.14,0.16,0.3596101501597516
0.14,0.18,0.3584933193833345
0.14,0.2,0.3577958793474273
0.14,0.22,0.35723374659230156
0.14,0.24,0.35703262530905927
0.14,0.26,0.3569006437693723
0.14,0.28,0.35707928125197164
0.14,0.3,0.35727007475149253
0.14,0.32,0.35772871696636155
0.14,0.34,0.35815147009654025
0.14,0.36,0.3588063745517195
0.14,0.38,0.35938575012529533
0.14,0.4,0.3601679890027625
0.16,0.0,0.3788771562257771
0.16,0.02,0.37445255374030717
0.16,0.04,0.370752944731407
0.16,0.06,0.367519519127102
0.16,0.08,0.3649226452740292
0.16,0.1,0.36269492494783173
0.16,0.12,0.36102120353208955
0.16,0.14,0.35962475189217114
0.16,0.16,0.35870713067037535
0.16,0.18,0.3579823534666141
0.16,0.2,0.3576693828906269
0.16,0.22,0.3574736466374191
0.16,0.24,0.35763105635727277
0.16,0.26,0.3578395263267873
0.16,0.28,0.35835067984057684
0.16,0.3,0.358856222624404
0.16,0.32,0.35962175676196784
0.16,0.34,0.3603341841534127
0.16,0.36,0.3612710874084019
0.16,0.38,0.3621159602561051
0.16,0.4,0.3631562761039829
0.18,0.0,0.37492076445188105
0.18,0.02,0.3710722615540796
0.18,0.04,0.3678387734426585
0.18,0.06,0.3650584389699127
0.18,0.08,0.3627921004834136
0.18,0.1,0.3611139199340615
0.18,0.12,0.359865861287743
0.18,0.14,0.35887832292126537
0.18,0.16,0.35823152215166687
0.18,0.18,0.35802115192412176
0.18,0.2,0.3580840427205276
0.18,0.22,0.35824639925276913
0.18,0.24,0.358753719309057
0.18,0.26,0.3592944719123623
0.18,0.28,0.36012971928377646
0.18,0.3,0.3609421562020807
0.18,0.32,0.36185497888841334
0.18,0.34,0.36300120474138664
0.18,0.36,0.36421250658365084
0.18,0.38,0.36531598943650434
0.18,0.4,0.36645045266138726
0.2,0.0,0.3716316521339083
0.2,0.02,0.3682511906312882
0.2,0.04,0.365477631130105
0.2,0.06,0.36314363262346344
0.2,0.08,0.3613130517074779
0.2,0.1,0.3600638040201116
0.2,0.12,0.35923296180728054
0.2,0.14,0.3586458636849952
0.2,0.16,0.3583869292884465
0.2,0.18,0.35855621615567634
0.2,0.2,0.35898585005637895
0.2,0.22,0.35949753463652345
0.2,0.24,0.3603457261019349
0.2,0.26,0.36121021113235346
0.2,0.28,0.36236078626109747
0.2,0.3,0.3634719460588698
0.2,0.32,0.36467136781710474
0.2,0.34,0.36609605062507555
0.2,0.36,0.36757391033754466
0.2,0.38,0.36892889074172375
0.2,0.4,0.3703038256420965
0.22,0.0,0.36886462690460176
0.22,0.02,0.36594587478341456
0.22,0.04,0.3636251175213625
0.22,0.06,0.3617298584445133
0.22,0.08,0.36032693605792815
0.22,0.1,0.35949789373929814
0.22,0.12,0.35907520819082994
0.22,0.14,0.3588795292188872
0.22,0.16,0.35899932287542446
0.22,0.18,0.35953877023608
0.22,0.2,0.3603256361518413
0.22,0.22,0.36117753196683666
0.22,0.24,0.36235724117816237
0.22,0.26,0.36353662635004336
0.22,0.28,0.3649935109699832
0.22,0.3,0.3663949924927581
0.22,0.32,0.3678728741855467
0.22,0.34,0.36956772976402336
0.22,0.36,0.37130414019105107
0.22,0.38,0.37290334618367715
0.22,0.4,0.37451179921167965
0.24,0.0,0.3665803334211194
0.24,0.02,0.36411609237152587
0.24,0.04,0.3621173164160765
0.24,0.06,0.36077542381112615
0.24,0.08,0.35979144322796053
0.24,0.1,0.35937332839781777
0.24,0.12,0.3592126107901684
0.24,0.14,0.359535541906985
0.24,0.16,0.3600245458476753
0.24,0.18,0.3609243235655572
0.24,0.2,0.36190920583291253
0.24,0.22,0.36324134954327336
0.24,0.24,0.3645884095015103
0.24,0.26,0.3662282501372425
0.24,0.28,0.36782348560788525
0.24,0.3,0.36966549889995404
0.24,0.32,0.3714135619252894
0.24,0.34,0.37337018674395483
0.24,0.36,0.3751929556221662
0.24,0.38,0.37719310215738794
0.24,0.4,0.3790280284324434
0.26,0.0,0.3647422651715852
0.26,0.02,0.3627246136856268
0.26,0.04,0.36115861998640536
0.26,0.06,0.36024189363296877
0.26,0.08,0.35966764193639167
0.26,0.1,0.35965074191298213
0.26,0.12,0.35987495216873056
0.26,0.14,0.3605738296857399
0.26,0.16,0.3614222422324025
0.26,0.18,0.3626722776831692
0.26,0.2,0.3639910715110508
0.26,0.22,0.3656480023364705
0.26,0.24,0.3673040093640074
0.26,0.26,0.36924381923179095
0.26,0.28,0.37112390347261714
0.26,0.3,0.37324200151540066
0.26,0.32,0.3752518854458332
0.26,0.34,0.37746182073466056
0.26,0.36,0.37952457064191103
0.26,0.38,0.3817564504930442
0.26,0.4,0.38381075961268973
0.28,0.0,0.3633165501059601
0.28,0.02,0.361736969761108
0.28,0.04,0.3605948697626946
0.28,0.06,0.36009382439167514
0.28,0.08,0.3599196978222766
0.28,0.1,0.36029396506975725
0.28,0.12,0.3608931510374632
0.28,0.14,0.36195769889085627
0.28,0.16,0.36315551646254884
0.28,0.18,0.36474557291791615
0.28,0.2,0.36638845772558426
0.28,0.22,0.36836018662671755
0.28,0.24,0.3703156802709223
0.28,0.26,0.3725458754876691
0.28,0.28,0.37470183641750704
0.28,0.3,0.3770869545497545
0.28,0.32,0.37935026969494234
0.28,0.34,0.3818050382659369
0.28,0.36,0.3841000116272235
0.28,0.38,0.38655578424390324
0.28,0.4,0.388822378617243
0.3,0.0,0.362271753826058
0.3,0.02,0.3611212392580425
0.3,0.04,0.3603937268485489
0.3,0.06,0.3602985215021324
0.3,0.08,0.36051461670681667
0.3,0.1,0.36126975525949995
0.3,0.12,0.36223375975965455
0.3,0.14,0.36365353876934065
0.3,0.16,0.3651906265441256
0.3,0.18,0.3671103701952994
0.3,0.2,0.36906744884411347
0.3,0.22,0.37134393960410006
0.3,0.24,0.3735894227278216
0.3,0.26,0.37610040634336783
0.3,0.28,0.3785232698316243
