Key,Value
0.0,0.4317111454374319
0.001,0.4314226842648319
0.002,0.4311342238380355
0.003,0.43084576424981075
0.004,0.4305572995670566
0.005,0.43026883824646683
0.006,0.42998037692235885
0.007,0.4296919144595624
0.008,0.42940345229200116
0.009,0.4291149929838864
0.01,0.428826530343207
0.011,0.42853806900113367
0.012,0.4282496075892583
0.013,0.4279611463465436
0.014,0.4276726850885984
0.015,0.4273842227330338
0.016,0.4270957623925423
0.017,0.4268073000275906
0.018,0.4265188380502173
0.019,0.42623037662755464
0.02,0.4259419151751844
0.021,0.4256534535164688
0.022,0.4253649920243217
0.023,0.42507653161273595
0.024,0.4247880688433441
0.025,0.42449960780913154
0.026,0.42421114576162244
0.027,0.4239226843504121
0.028,0.4236342230907669
0.029,0.4233457618482787
0.03,0.42305730099244515
0.031,0.42276883809168053
0.032,0.42248037749002226
0.033,0.4221919148746116
0.034,0.4219034520128626
0.035,0.42161499566674904
0.036,0.421326530184614
0.037,0.42103807010820543
0.038,0.4207496085424905
0.039,0.42046114883639707
0.04,0.42017268745556385
0.041,0.4198842230291605
0.042,0.4195957627192289
0.043,0.41930729986415183
0.044,0.41901883146942853
0.045,0.4187303765602434
0.046,0.41844191141959686
0.047,0.4181534536847555
0.048,0.4178649835137411
0.049,0.41757652269224654
0.05,0.4172880729817821
0.051,0.4169995997034043
0.052,0.41671114468235104
0.053,0.41642267711231784
0.054,0.416134225841093
0.055,0.41584576666687706
0.056,0.4155572921767265
0.057,0.4152688333137577
0.058,0.41498037469227045
0.059,0.4146919064915357
0.06,0.41440343579341227
0.061,0.4141149663861267
0.062,0.41382654637402244
0.063,0.4135380497939358
0.064,0.41324960933142774
0.065,0.41296112712440913
0.066,0.41267270106862997
0.067,0.4123842225573817
0.068,0.4120957750654414
0.069,0.4118072969052175
0.07,0.411518862170504
0.071,0.41123041709280683
0.072,0.41094195157882013
0.073,0.4106535297122974
0.074,0.4103650059448726
0.075,0.4100765025194662
0.076,0.40978804720408246
0.077,0.4094996429792259
0.078,0.40921114976417866
0.079,0.40892265364738223
0.08,0.40863420651628435
0.081,0.40834574712778415
0.082,0.4080572811694522
0.083,0.4077687778070834
0.084,0.4074803780616649
0.085,0.40719191255292814
0.086,0.40690345092442853
0.087,0.40661496432704225
0.088,0.40632653386493783
0.089,0.40603806467227244
0.09,0.4057496030565483
0.091,0.4054611416465806
0.092,0.40517268805223383
0.093,0.4048841176209704
0.094,0.4045957572739554
0.095,0.4043072958167907
0.096,0.40401879806466745
0.097,0.40373037292083924
0.098,0.4034419115611823
0.099,0.40315345644784534
0.1,0.4028649897728443
0.101,0.40257652252380466
0.102,0.4022880656448808
0.103,0.40199960388772776
0.104,0.40171114271146957
0.105,0.40142268075427234
0.106,0.40113422453288994
0.107,0.4008457553738832
0.108,0.40055729411827934
0.109,0.40026883898565024
0.11,0.399980376653705
0.111,0.3996918802476514
0.112,0.39940345419966605
0.113,0.3991149924510929
0.114,0.3988265281991454
0.115,0.3985380704818838
0.116,0.39824960669296244
0.117,0.3979611449153087
0.118,0.39767268316789145
0.119,0.39738422550550884
0.12,0.3970957593535967
0.121,0.39680730196123554
0.122,0.3965188380501548
0.123,0.39623026279891227
0.124,0.39594191229853365
0.125,0.39565345049880085
0.126,0.39536498674572945
0.127,0.3950762649385681
0.128,0.3947880657976938
0.129,0.3944996030805127
0.13,0.39421113964633436
0.131,0.3939226916057597
0.132,0.39363422035296436
0.133,0.3933453383864547
0.134,0.39305729643671167
0.135,0.3927685114200923
0.136,0.39248013951561816
0.137,0.39219191014656407
0.138,0.3919035177269745
0.139,0.3916149946133627
0.14,0.39132653143160745
0.141,0.391038073391634
0.142,0.3907499008524003
0.143,0.39046067225588194
0.144,0.3901721375570966
0.145,0.3898844641532652
0.146,0.38959532888980686
0.147,0.389307298552428
0.148,0.38901883937695925
0.149,0.3887303728603127
0.15,0.3884415498382793
0.151,0.38815344949363306
0.152,0.3878640501356399
0.153,0.3875765256157654
0.154,0.38728806926125303
0.155,0.386999280514256
0.156,0.3867111454613616
0.157,0.3864221920587511
0.158,0.3861342210244192
0.159,0.3858455935452372
0.16,0.38555667952917294
0.161,0.38526839981749494
0.162,0.38498037533206675
0.163,0.38469235847220196
0.164,0.3844043281161767
0.165,0.3841149902846057
0.166,0.3838257500285071
0.167,0.38353840343001605
0.168,0.3832489608682337
0.169,0.3829615803330267
0.17,0.3826720384096865
0.171,0.3823835949137476
0.172,0.3820957635896334
0.173,0.3818072916011417
0.174,0.38151883959990285
0.175,0.3812300477472421
0.176,0.38094194097252276
0.177,0.3806534501158157
0.178,0.380364986236522
0.179,0.3800765255081576
0.18,0.3797880700159485
0.181,0.3794996059762879
0.182,0.37921114097380815
0.183,0.3789232406981123
0.184,0.37863422228521043
0.185,0.3783457607566351
0.186,0.37805729972463087
0.187,0.37776938160072043
0.188,0.37748037641689347
0.189,0.377191028400313
0.19,0.37690345247269746
0.191,0.37661499061396564
0.192,0.3763269775336259
0.193,0.3760393335546354
0.194,0.3757479024753429
0.195,0.37546114530497654
0.196,0.37517268501653867
0.197,0.37488505009402345
0.198,0.37459665838139233
0.199,0.3743077535354185
0.2,0.37401812751010755
0.201,0.3737310149731588
0.202,0.3734423262820679
0.203,0.37315391477684035
0.204,0.37286499074657603
0.205,0.37257552861452825
0.206,0.3722880692835873
0.207,0.3719996084604237
0.208,0.3717115530782241
0.209,0.3714221461589104
0.21,0.37113310993355464
0.211,0.3708457477630874
0.212,0.37055729239095303
0.213,0.37026768086476763
0.214,0.36998037802698824
0.215,0.36969191217444547
0.216,0.36940236829538303
0.217,0.3691140204527827
0.218,0.3688265262293692
0.219,0.3685380730635331
0.22,0.3682496067487614
0.221,0.3679611486676509
0.222,0.367672312025361
0.223,0.3673837775660511
0.224,0.36709575868654615
0.225,0.3668072984285547
0.226,0.3665188398890626
0.227,0.36622992123065373
0.228,0.3659413940837303
0.229,0.3656541273646116
0.23,0.3653656376716756
0.231,0.3650759910247314
0.232,0.3647887250126683
