Generations no drug,Generations drug,MM fraction
2,2,0.3238137858834769
2,3,0.4184134373443036
2,4,0.42147629148286975
2,5,0.4237228564229087
2,6,0.42544437813896957
2,7,0.4268106893871681
2,8,0.427922301830087
2,9,0.42884419059806406
2,10,0.429620789675788
2,11,0.430283672804562
2,12,0.43085592759393154
2,13,0.43135482590779456
2,14,0.43179354023694505
2,15,0.4321822862438277
2,16,0.43252910355130947
2,17,0.43284040236975846
2,18,0.43312135512457217
2,19,0.43337617975311654
2,20,0.4336083495214856
2,21,0.4338207498894345
3,2,0.3447222513177669
3,3,0.323305200813745
3,4,0.30863689064506905
3,5,0.4193574070582225
3,6,0.42136021192844386
3,7,0.42298953692546365
3,8,0.42434120805183606
3,9,0.42548013055454365
3,10,0.426452354861654
3,11,0.4272915996860163
3,12,0.428023141439697
3,13,0.42866629035059245
3,14,0.42923604079089134
3,15,0.42974420255239104
3,16,0.43020019802760834
3,17,0.4306116320339453
3,18,0.4309847066469727
3,19,0.4313245291956845
3,20,0.431635341977784
3,21,0.431920697236464
4,2,0.3582606101019174
4,3,0.33785171505080924
4,4,0.3228658974187726
4,5,0.3109131365619106
4,6,0.41818117299220736
4,7,0.41994415584343836
4,8,0.4214347677545511
4,9,0.4227080488226739
4,10,0.4238076246186902
4,11,0.42476630387356207
4,12,0.42560922426031733
4,13,0.42635595269426896
4,14,0.42702192934018895
4,15,0.4276194887015934
4,16,0.4281585965641034
4,17,0.4286473853762241
4,18,0.42909255489683606
4,19,0.4294996719625668
4,20,0.4298733988572711
4,21,0.43021767050445914
5,2,0.3681067465741692
5,3,0.3489248274550255
5,4,0.33433837218753965
5,5,0.32262387175693535
5,6,0.3129748439869489
5,7,0.4172565472403866
5,8,0.4189677038028869
5,9,0.4203256130625482
5,10,0.42151027996795826
5,11,0.4225522882022712
5,12,0.4234755973263834
5,13,0.4242991646054222
5,14,0.425038169069619
5,15,0.42570489678033124
5,16,0.42630938540916974
5,17,0.42685991185186334
5,18,0.42736335738563236
5,19,0.4278254884693847
5,20,0.4282511708123489
5,21,0.4286445395240629
6,2,0.3756812459195241
6,3,0.3577221181475634
6,4,0.34368950232920464
6,5,0.3321772915751715
6,6,0.32250766825741534
6,7,0.31409747378362785
6,8,0.34664111946681514
6,9,0.41824253517340504
6,10,0.4194831315587008
6,11,0.42058296330595424
6,12,0.42156428740485014
6,13,0.4224450262867332
6,14,0.42323972525290826
6,15,0.4239602919205718
6,16,0.42461656056082336
6,17,0.4252167152496787
6,18,0.42576761934821955
6,19,0.4262750678862149
6,20,0.42674398596989227
6,21,0.4271785868939453
7,2,0.38170822987108477
7,3,0.36489558459947585
7,4,0.35146824470322957
7,5,0.34025974814916077
7,6,0.3307068150075295
7,7,0.32245175189650327
7,8,0.3150959616598103
7,9,0.3123258932765729
7,10,0.4176755670992341
7,11,0.41881799017582727
7,12,0.4198405025277209
7,13,0.42076336666470515
7,14,0.42160027809517425
7,15,0.4223625931084012
7,16,0.423059776851928
7,17,0.4236997778885452
7,18,0.42428931162396266
7,19,0.4248340910580461
7,20,0.4253390030980462
7,21,0.425808247865867
8,2,0.3866194391922411
8,3,0.3708556883814968
8,4,0.35803738760712606
8,5,0.34718035434158484
8,6,0.337813179282035
8,7,0.3296359390519348
8,8,0.3224274856662708
8,9,0.31582816989495577
8,10,0.3307324906753757
8,11,0.41718075915797376
8,12,0.4182786393605415
8,13,0.4192319065123634
8,14,0.42010038088151097
8,15,0.4208947546907766
8,16,0.4216240449638015
8,17,0.4222958698858945
8,18,0.4229167216726347
8,19,0.42349215700566095
8,20,0.4240269547534175
8,21,0.42452526586151146
9,2,0.3906964776779013
9,3,0.3758826606739023
9,4,0.3636539766905049
9,5,0.35316723503451347
9,6,0.34402371147522154
9,7,0.3359687587474734
9,8,0.3288166891508943
9,9,0.3224149361834464
9,10,0.31646557767759675
9,11,0.31756311966888545
9,12,0.416855384807649
9,13,0.4178324258019473
9,14,0.41872396486828434
9,15,0.41954259945307787
9,16,0.420296799394074
9,17,0.4209938324932572
9,18,0.4216399117179995
9,19,0.4222403902205562
9,20,0.4227999167475399
9,21,0.4233225164552959
10,2,0.39413323601872063
10,3,0.3801767490734961
10,4,0.3685075308906712
10,5,0.35839328792424646
10,6,0.34949331721193033
10,7,0.34158988513509814
10,8,0.3345235685737948
10,9,0.3281686889337983
10,10,0.32241417987156024
10,11,0.3168168669287308
10,12,0.3705599705480131
10,13,0.4163725655325646
10,14,0.41745725875757067
10,15,0.4182937819753584
10,16,0.41906703577708826
10,17,0.41978379862925236
10,18,0.42045001302016294
10,19,0.42107082342699736
10,20,0.4216506829769078
10,21,0.42219349573965753
11,2,0.3970681243750176
11,3,0.3838852987537859
11,4,0.3727411977302355
11,5,0.36299213937532726
11,6,0.3543441755770581
11,7,0.34660990696009447
11,8,0.33965110299215545
11,9,0.3333586437513431
11,10,0.3276371183962465
11,11,0.3223765553154107
11,12,0.317245402362318
11,13,0.3725463517474867
11,14,0.4162853727055012
11,15,0.4171375640642079
11,16,0.41792500110079134
11,17,0.418656928530427
11,18,0.4193390519938322
11,19,0.41997619909144496
11,20,0.4205726632847735
11,21,0.42113218801576546
12,2,0.3996026449668101
12,3,0.38711911034903007
12,4,0.3764650217838209
