n_values,benefit_values,h_value
0.0,0.0,0.1
0.10101010101010101,0.025992637442409365,0.1
0.20202020202020202,0.056022158689317265,0.1
0.30303030303030304,0.0903462114446962,0.1
0.40404040404040403,0.12910231918640017,0.1
0.5050505050505051,0.17226341219069388,0.1
0.6060606060606061,0.21959813710040843,0.1
0.7070707070707071,0.2706443268687675,0.1
0.8080808080808081,0.3247042369020805,0.1
0.9090909090909091,0.3808679130272917,0.1
1.0101010101010102,0.4380661875316379,0.1
1.1111111111111112,0.4951482602356007,0.1
1.2121212121212122,0.5509726090377449,0.1
1.3131313131313131,0.6044963616364846,0.1
1.4141414141414141,0.6548486852311389,0.1
1.5151515151515151,0.7013780409428776,0.1
1.6161616161616161,0.7436696161427635,0.1
1.7171717171717171,0.7815355866349832,0.1
1.8181818181818181,0.8149852419308262,0.1
1.9191919191919191,0.8441837105535913,0.1
2.0202020202020203,0.8694073968825132,0.1
2.121212121212121,0.891002219179172,0.1
2.2222222222222223,0.909348299669015,0.1
2.323232323232323,0.9248325961844125,0.1
2.4242424242424243,0.9378294078461477,0.1
2.525252525252525,0.9486877730400847,0.1
2.6262626262626263,0.9577243859662886,0.1
2.727272727272727,0.965220617785161,0.1
2.8282828282828283,0.9714223843973786,0.1
2.929292929292929,0.9765418407890181,0.1
3.0303030303030303,0.980760130201662,0.1
3.131313131313131,0.9842306377168407,0.1
3.2323232323232323,0.9870823775263272,0.1
3.3333333333333335,0.9894232797665976,0.1
3.4343434343434343,0.9913432413685532,0.1
3.5353535353535355,0.9929168732592417,0.1
3.6363636363636362,0.994205920848196,0.1
3.7373737373737375,0.9952613624590858,0.1
3.8383838383838382,0.996125206354175,0.1
3.9393939393939394,0.9968320151139801,0.1
4.040404040404041,0.9974101891782896,0.1
4.141414141414141,0.9978830412861157,0.1
4.242424242424242,0.9982696916992555,0.1
4.343434343434343,0.9985858113297549,0.1
4.444444444444445,0.9988442367697645,0.1
4.545454545454545,0.999055478079568,0.1
4.646464646464646,0.9992281372178637,0.1
4.747474747474747,0.9993692522958307,0.1
4.848484848484849,0.9994845804424471,0.1
4.94949494949495,0.9995788299868882,0.1
5.05050505050505,0.9996558508783241,0.1
5.151515151515151,0.9997187907476561,0.1
5.252525252525253,0.9997702227389419,0.1
5.353535353535354,0.999812250169397,0.1
5.454545454545454,0.9998465921862798,0.1
5.555555555555555,0.9998746538497921,0.1
5.656565656565657,0.999897583459439,0.1
5.757575757575758,0.9999163194363276,0.1
5.858585858585858,0.9999316286578463,0.1
5.959595959595959,0.9999441377989118,0.1
6.0606060606060606,0.9999543589527873,0.1
6.161616161616162,0.9999627105736851,0.1
6.262626262626262,0.9999695345941194,0.1
6.363636363636363,0.9999751104148605,0.1
6.4646464646464645,0.9999796663383262,0.1
6.565656565656566,0.9999833889122225,0.1
6.666666666666667,0.9999864305651465,0.1
6.767676767676767,0.9999889158462137,0.1
6.8686868686868685,0.999990946523822,0.1
6.96969696969697,0.9999926057520684,0.1
7.070707070707071,0.9999939614752646,0.1
7.171717171717171,0.9999950692098366,0.1
7.2727272727272725,0.9999959743174568,0.1
7.373737373737374,0.999996713862433,0.1
7.474747474747475,0.9999973181293901,0.1
7.575757575757575,0.9999978118633587,0.1
7.6767676767676765,0.9999982152830489,0.1
7.777777777777778,0.9999985449087853,0.1
7.878787878787879,0.9999988142390037,0.1
7.979797979797979,0.9999990343030081,0.1
8.080808080808081,0.9999992141126208,0.1
8.181818181818182,0.9999993610312176,0.1
8.282828282828282,0.9999994810752608,0.1
8.383838383838384,0.999999579160677,0.1
8.484848484848484,0.9999996593041667,0.1
8.585858585858587,0.9999997247876908,0.1
8.686868686868687,0.999999778292871,0.1
8.787878787878787,0.999999822010803,0.1
8.88888888888889,0.9999998577317845,0.1
8.98989898989899,0.9999998869186291,0.1
9.09090909090909,0.9999999107665711,0.1
9.191919191919192,0.9999999302522108,0.1
9.292929292929292,0.999999946173507,0.1
9.393939393939394,0.9999999591824549,0.1
9.494949494949495,0.9999999698117855,0.1
9.595959595959595,0.9999999784967825,0.1
9.696969696969697,0.9999999855931062,0.1
9.797979797979798,0.9999999913913593,0.1
9.8989898989899,0.9999999961289867,0.1
10.0,1.0,0.1
0.0,0.0,0.3
0.10101010101010101,0.0005532471125661166,0.3
0.20202020202020202,0.0012295186566304867,0.3
0.30303030303030304,0.00205594453375259,0.3
0.40404040404040403,0.0030655253349867757,0.3
0.5050505050505051,0.00429834733375235,0.3
0.6060606060606061,0.005803021483535295,0.3
0.7070707070707071,0.007638373841903571,0.3
0.8080808080808081,0.009875410608370015,0.3
0.9090909090909091,0.012599571363210297,0.3
1.0101010101010102,0.015913266300606996,0.3
1.1111111111111112,0.01993866341734494,0.3
1.2121212121212122,0.024820644755156076,0.3
1.3131313131313131,0.030729780825358537,0.3
1.4141414141414141,0.03786507259736117,0.3
1.5151515151515151,0.046456074916237065,0.3
1.6161616161616161,0.05676384120501942,0.3
1.7171717171717171,0.06907992187687356,0.3
1.8181818181818181,0.0837224278740332,0.3
1.9191919191919191,0.10102798004013595,0.3
2.0202020202020203,0.12133828224262853,0.3
2.121212121212121,0.14498019788567326,0.3
2.2222222222222223,0.1722387226974872,0.3
2.323232323232323,0.20332327350848917,0.3
2.4242424242424243,0.23832931687470565,0.3
2.525252525252525,0.27719942010296916,0.3
2.6262626262626263,0.31968990483183485,0.3
2.727272727272727,0.36535068595425085,0.3
2.8282828282828283,0.41352568984416616,0.3
2.929292929292929,0.4633787868849232,0.3
3.0303030303030303,0.5139454767993012,0.3
3.131313131313131,0.5642046869540741,0.3
3.2323232323232323,0.6131598661958388,0.3
3.3333333333333335,0.6599160179753275,0.3
3.4343434343434343,0.7037404361660918,0.3
3.5353535353535355,0.7440992304383404,0.3
3.6363636363636362,0.7806675772728838,0.3
3.7373737373737375,0.8133169861418349,0.3
3.8383838383838382,0.8420862827930261,0.3
3.9393939393939394,0.8671440560414256,0.3
4.040404040404041,0.8887494423227804,0.3
4.141414141414141,0.9072161995282794,0.3
4.242424242424242,0.9228828787435999,0.3
4.343434343434343,0.9360900873951674,0.3
4.444444444444445,0.9471645794266041,0.3
4.545454545454545,0.9564092041982647,0.3
4.646464646464646,0.9640974739998621,0.3
4.747474747474747,0.9704715191591945,0.3
4.848484848484849,0.9757423587463808,0.3
4.94949494949495,0.9800916307156409,0.3
5.05050505050505,0.9836741416889689,0.3
5.151515151515151,0.9866207852157517,0.3
5.252525252525253,0.9890415282396013,0.3
5.353535353535354,0.991028278946637,0.3
5.454545454545454,0.99265753024754,0.3
5.555555555555555,0.9939927284716416,0.3
5.656565656565657,0.9950863528314403,0.3
5.757575757575758,0.9959817133009734,0.3
5.858585858585858,0.9967144870370395,0.3
5.959595959595959,0.9973140195708703,0.3
6.0606060606060606,0.9978044190177617,0.3
6.161616161616162,0.998205471097589,0.3
6.262626262626262,0.9985334009109497,0.3
6.363636363636363,0.9988015048797957,0.3
6.4646464646464645,0.9990206734823187,0.3
6.565656565656566,0.9991998226567532,0.3
6.666666666666667,0.9993462491674155,0.3
6.767676767676767,0.9994659228929589,0.3
6.8686868686868685,0.9995637269385284,0.3
6.96969696969697,0.9996436546892796,0.3
7.070707070707071,0.999708971395849,0.3
7.171717171717171,0.9997623465883636,0.3
7.2727272727272725,0.9998059625271078,0.3
7.373737373737374,0.9998416029876688,0.3
7.474747474747475,0.9998707259205917,0.3
7.575757575757575,0.9998945228969954,0.3
7.6767676767676765,0.999913967731726,0.3
7.777777777777778,0.9999298562466328,0.3
7.878787878787879,0.999942838783221,0.3
7.979797979797979,0.99995344678336,0.3
