Strength WMMd IH,Strength MMd GF IH,MM number
0.0,0.0,41.99775009914119
0.0,0.02,40.05140387487978
0.0,0.04,38.397345877826346
0.0,0.06,36.91958175097632
0.0,0.08,35.52590875231476
0.0,0.1,34.277864425767454
0.0,0.12,33.223159938777506
0.0,0.14,32.21465491268263
0.0,0.16,31.366766288228504
0.0,0.18,30.604291997745214
0.0,0.2,29.862393083200168
0.0,0.22,29.191803054970833
0.0,0.24,28.63663777013879
0.0,0.26,28.084406057823678
0.0,0.28,27.631947543476414
0.0,0.3,27.222120270504995
0.0,0.32,26.802918074523774
0.0,0.34,26.419559638168483
0.0,0.36,26.113561969655272
0.0,0.38,25.78974838278789
0.0,0.4,25.535265378005995
0.02,0.0,39.81694180116898
0.02,0.02,38.04500150106388
0.02,0.04,36.54423970204734
0.02,0.06,35.20616112512274
0.02,0.08,33.94375416453607
0.02,0.1,32.8155429209274
0.02,0.12,31.867629484582558
0.02,0.14,30.960122304471902
0.02,0.16,30.20279603612209
0.02,0.18,29.52412393965506
0.02,0.2,28.861892537145856
0.02,0.22,28.265097615909454
0.02,0.24,27.776813223985975
0.02,0.26,27.288413687502313
0.02,0.28,26.89406488208489
0.02,0.3,26.538580587716794
0.02,0.32,26.171383450132602
0.02,0.34,25.836651267397798
0.02,0.36,25.575235658553837
0.02,0.38,25.294150883567532
0.02,0.4,25.078947813435537
0.04,0.0,37.93068725036041
0.04,0.02,36.314759378766276
0.04,0.04,34.9515700377179
0.04,0.06,33.67060062819945
0.04,0.08,32.594760770692176
0.04,0.1,31.574563983964346
0.04,0.12,30.72330183201769
0.04,0.14,29.90722278353252
0.04,0.16,29.23224837150924
0.04,0.18,28.57655863290525
0.04,0.2,28.04035053808724
0.04,0.22,27.510983899425753
0.04,0.24,27.084138184980123
0.04,0.26,26.65434891386208
0.04,0.28,26.313663432934227
0.04,0.3,25.962325093418052
0.04,0.32,25.68939749706601
0.04,0.34,25.39975092388561
0.04,0.36,25.17993837688234
0.04,0.38,24.938656810494294
0.04,0.4,24.760292293277104
0.06,0.0,36.29477695356326
0.06,0.02,34.819331276496285
0.06,0.04,33.58043421769003
0.06,0.06,32.416102634815566
0.06,0.08,31.444283233775348
0.06,0.1,30.52213827148787
0.06,0.12,29.758982196027596
0.06,0.14,29.026279010522753
0.06,0.16,28.42675246906338
0.06,0.18,27.842694957218626
0.06,0.2,27.371729062631154
0.06,0.22,26.904467506172182
0.06,0.24,26.534519069175925
0.06,0.26,26.158995646263136
0.06,0.28,25.868284676230054
0.06,0.3,25.564668537281115
0.06,0.32,25.33588850503962
0.06,0.34,25.088423866285517
0.06,0.36,24.907784499612717
0.06,0.38,24.70393019502489
0.06,0.4,24.560435882615586
0.08,0.0,34.873198651158944
0.08,0.02,33.525029210438916
0.08,0.04,32.39912941580964
0.08,0.06,31.340902962096045
0.08,0.08,30.46407873765576
0.08,0.1,29.6315319984777
0.08,0.12,28.94923444579144
0.08,0.14,28.293089571727496
0.08,0.16,27.76317131048159
0.08,0.18,27.245229701031704
0.08,0.2,26.834792436854116
0.08,0.22,26.425163923992713
0.08,0.24,26.10830713468461
0.08,0.26,25.783421901042598
0.08,0.28,25.53961657928302
0.08,0.3,25.280781450434937
0.08,0.32,25.09368048389993
0.08,0.34,24.88601658321298
0.08,0.36,24.742572133373315
0.08,0.38,24.574221251458226
0.08,0.4,24.46401906186587
0.1,0.0,33.636354216171505
0.1,0.02,32.40415890449559
0.1,0.04,31.381588894522523
0.1,0.06,30.420462012191138
0.1,0.08,29.63091814964683
0.1,0.1,28.88075404104958
0.1,0.12,28.273133148873157
0.1,0.14,27.687743048248045
0.1,0.16,27.222468474429803
0.1,0.18,26.765965184336686
0.1,0.2,26.41206818555406
0.1,0.22,26.05630134488892
0.1,0.24,25.789337261981643
0.1,0.26,25.512053602071134
0.1,0.28,25.312597287151334
0.1,0.3,25.096105438899748
0.1,0.32,24.948651537733706
0.1,0.34,24.778840165925526
0.1,0.36,24.670987688909733
0.1,0.38,24.536592294811754
0.1,0.4,24.458429885199305
0.12,0.0,32.55971724340544
0.12,0.02,31.433766573090242
0.12,0.04,30.506204270409157
0.12,0.06,29.634433765291618
0.12,0.08,28.925539571266498
0.12,0.1,28.25156672966354
0.12,0.12,27.713323156965288
0.12,0.14,27.193723913060033
0.12,0.16,26.788853820337735
0.12,0.18,26.38980663021522
0.12,0.2,26.089063596045694
0.12,0.22,25.78396881972492
0.12,0.24,25.564203071373605
0.12,0.26,25.33197610886358
0.12,0.28,25.174739221718305
0.12,0.3,24.998572849959817
0.12,0.32,24.889099007793163
0.12,0.34,24.755554274756335
0.12,0.36,24.682006023701952
0.12,0.38,24.580333975588193
0.12,0.4,24.533233509054075
0.14,0.0,31.622810486088863
0.14,0.02,30.594683896142094
0.14,0.04,29.754927923368747
0.14,0.06,28.96582203436303
0.14,0.08,28.331850716994033
0.14,0.1,27.72873158044154
