Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[2.9999697570160206, 3.9998329540205217, 2.5002276488343433, 0.4365190343340465, 0.1018387682465341, 0.06651470262665822]",21.642695452276197,163,305
