Optimised parameters,Optimal MM nr,nr iterations,nr evaluations
"[0.06341825173035605, 0.6753055508318638, 13.033141997803073, 1.0524697685345674, 0.5499999999999945, 0.16164479891858985, 0.095000078855025, 0.006109255704559534]",14.072114886157541,206,381
