Generations no drug,Generations drug,MM number
2,2,22.962596573252817
2,3,23.18696811587617
2,4,23.943025782948823
2,5,24.76538214790557
2,6,25.534882055620734
2,7,26.22400556508486
2,8,26.83263263883809
2,9,27.368599165629607
2,10,27.841323750394498
2,11,28.259719002616432
2,12,28.631596614244728
2,13,28.96360027200811
2,14,29.261314660982357
2,15,29.52941881314817
2,16,29.771836802194926
2,17,29.991869439485132
2,18,30.192304752458096
2,19,30.375508433954266
2,20,30.543497354088856
2,21,30.697999098421004
3,2,24.084753450250947
3,3,23.175508551203862
3,4,23.294519962168234
3,5,23.753021713698907
3,6,24.316242787218176
3,7,24.893597864227676
3,8,25.44872699206438
3,9,25.96774871608268
3,10,26.44662638654529
3,11,26.885714986280583
3,12,27.287272927143157
3,13,27.65428721887609
3,14,27.989911751335246
3,15,28.29720323948514
3,16,28.579004677517865
3,17,28.83790309240315
3,18,29.07622420968558
3,19,29.29604475998389
3,20,29.499212460157878
3,21,29.687368562572313
4,2,25.650448442690205
4,3,23.892933148317827
4,4,23.456768769817508
4,5,23.552551866101233
4,6,23.877374728781795
4,7,24.298283838632997
4,8,24.752147994447622
4,9,25.207697703639283
4,10,25.64930450675496
4,11,26.069422630996097
4,12,26.464827208915914
4,13,26.83464409943483
4,14,27.17927756927406
4,15,27.499809955534236
4,16,27.797658612607314
4,17,28.07437816334714
4,18,28.33154654284849
4,19,28.570700388941713
4,20,28.793299808833655
4,21,29.000710919693717
5,2,27.274380468068962
5,3,24.905473936291393
5,4,24.01941767980793
5,5,23.79591194831997
5,6,23.894641357725707
5,7,24.155284763335235
5,8,24.495807940379457
5,9,24.871850721440335
5,10,25.258584008648647
5,11,25.64188985601357
5,12,26.013780658871816
5,13,26.369889507017962
5,14,26.70803487535328
5,15,27.027370644733214
5,16,27.32786847522669
5,17,27.609995562171893
5,18,27.874510496356994
5,19,28.12233269165418
5,20,28.354458143020707
5,21,28.571905242894033
6,2,28.826741234561798
6,3,26.02607228239232
6,4,24.78546058414733
6,5,24.29313649499975
6,6,24.19136729683662
6,7,24.30298708260436
6,8,24.532952475179858
6,9,24.82727320149638
6,10,25.15401390844795
6,11,25.49377476208909
6,12,25.834605789440573
6,13,26.169142227354996
6,14,26.492918498470658
6,15,26.803339042367412
6,16,27.099030606559438
6,17,27.37942417342937
6,18,27.644479309807107
6,19,27.894499579601913
6,20,28.130007107672615
6,21,28.351656827712308
7,2,30.265127601257934
7,3,27.166123499720563
7,4,25.650707549005254
7,5,24.93707025724294
7,6,24.66306422107008
7,7,24.642085954710563
7,8,24.770448415102276
7,9,24.9872115545069
7,10,25.25503269013283
7,11,25.550331815913868
7,12,25.857920675148637
7,13,26.167916245777207
7,14,26.473887213121294
7,15,26.77169927073084
