GF IH strength,MMd GF IH duration,WMMd IH duration,Holiday duration,MM fraction
0.08,3.0000227701365123,5.000006511642265,3.0289767397287535,29.802595846891624
0.09,3.496478218106921,5.000036874762147,3.0003689249543903,29.820054836432462
0.1,3.434641908558918,5.000013221788208,3.00001722727787,29.8008399879238
0.11,3.000204848914467,2.999425168549254,3.000001889017734,30.077854278201784
0.12,3.000403114073965,3.000310080753236,2.999284292869671,29.76342193923874
0.13,3.000051292489926,2.9987398840074952,3.0000237805888235,29.97956656779889
0.14,3.0000565763524154,2.9996776677332093,3.000003599166116,29.940799069747
0.15000000000000002,3.056036640242192,2.9439431472744904,3.0000106189055504,29.922659316411885
0.16,3.056083625299303,2.9438712393726734,3.000032121225317,29.895173462769627
0.16999999999999998,3.0560150747752184,2.943943222800552,3.0000415831245,29.873493946184716
0.18,3.0560150747752184,2.943943222800552,3.0000415831245,29.857257398300497
0.19,3.003955964202733,2.996023027135146,3.000004348282431,29.837639904623064
0.2,3.0007460704117914,2.9991001831240736,3.000020497205144,29.831371035808253
0.21000000000000002,3.0007459998854467,2.999105742307634,3.000009820772438,29.82973240105175
0.22000000000000003,3.1144531513739366,3.0000744632910457,2.000002931795785,29.50034279551197
0.22999999999999998,3.0000223506867787,2.9915323397341096,3.0000434370982223,29.8382330079837
0.24,3.0000471199719314,2.988882996329899,3.000012350417939,29.847286191810365
0.25,3.0000647555635194,2.9944045277467266,3.0000194597773984,29.85881992241272
0.26,3.207598583830454,3.0000000071229556,2.1332203536892393,29.716490546614303
0.27,3.000015275197507,2.9996532303601886,3.0002501019173113,29.890424195846425
