Generations no drug,Generations drug,MM fraction
2,2,0.2614044775001276
2,3,0.2635524169457167
2,4,0.2727148941080554
2,5,0.28328174190812183
2,6,0.29343439579683805
2,7,0.3026329340181548
2,8,0.31079398737044933
2,9,0.31799035298496486
2,10,0.32433830900323907
2,11,0.32995620648770374
2,12,0.33495059489654855
2,13,0.33941291337259094
2,14,0.34342006454648966
2,15,0.34703622081222146
2,16,0.3503148579757305
2,17,0.3533006022110701
2,18,0.3560308315271731
2,19,0.3585369904168851
2,20,0.3608456623692862
2,21,0.36297943682971423
3,2,0.270516593011183
3,3,0.2613792798077949
3,4,0.2625093397326474
3,5,0.2678586458349068
3,6,0.2747830608110008
3,7,0.2820769751850839
3,8,0.28919622247528665
3,9,0.295910265166983
3,10,0.30213857516629444
3,11,0.3078717004166207
3,12,0.3131325790375729
3,13,0.3179574271341554
3,14,0.32238632835262404
3,15,0.32645871418568656
3,16,0.3302113311169095
3,17,0.3336774741446087
3,18,0.3368868514266852
3,19,0.3398657516762746
3,20,0.3426373417874557
3,21,0.3452220079028177
4,2,0.28206841140884525
4,3,0.266516497192211
4,4,0.26188649142082476
4,5,0.262762169046457
4,6,0.26640930019357184
4,7,0.27137654831248076
4,8,0.2768807330162748
4,9,0.28249935252433567
4,10,0.28800827810956003
4,11,0.2932937087291844
4,12,0.2983035170695864
4,13,0.3030199562103255
4,14,0.3074441574117139
4,15,0.3115872565397911
4,16,0.3154652941348123
4,17,0.3190962987001757
4,18,0.32249864266125966
4,19,0.32569014381765454
4,20,0.32868760629505367
4,21,0.331506614576463
5,2,0.29300316400695287
5,3,0.2739155242241966
5,4,0.26538099534725273
5,5,0.2628082193474714
5,6,0.26365149722836656
5,7,0.2664291856514694
5,8,0.2702617926697874
5,9,0.27462298630880955
5,10,0.27919747805496997
5,11,0.28379761824760236
5,12,0.2883136158876675
5,13,0.29268344308915706
5,14,0.29687443592390234
5,15,0.30087194618553237
5,16,0.30467228296915766
5,17,0.3082783024670379
5,18,0.31169664430032223
5,19,0.314935998397615
5,20,0.318006025536765
5,21,0.320916688140866
6,2,0.3026718485593849
6,3,0.28172494810881754
6,4,0.2705949892867564
6,5,0.2654558670461911
6,6,0.2640351328055492
6,7,0.2649200389877367
6,8,0.26721551567532653
6,9,0.270349358398048
6,10,0.27395430894517814
6,11,0.27779456939154734
6,12,0.2817192794435677
6,13,0.28563275933343246
6,14,0.28947532182085667
6,15,0.29321082011183275
6,16,0.296818512588585
6,17,0.30028772392768793
