Generations no drug,Generations drug,MM fraction
2,2,0.2639145836289998
2,3,0.25902000603848385
2,4,0.25788627203280434
2,5,0.25787599824042334
2,6,0.25824264933311847
2,7,0.2587296985764774
2,8,0.2592390651202846
2,9,0.2597317274789602
2,10,0.2601928446422817
2,11,0.2606180274854174
2,12,0.26100747348367154
2,13,0.26136332118215616
2,14,0.26168842004895587
2,15,0.2619857551650885
2,16,0.2622581862290321
2,17,0.2625083393626594
2,18,0.26273857355795277
2,19,0.26295098387329985
2,20,0.2631474188515415
2,21,0.2633295054085574
3,2,0.27373318399509766
3,3,0.26424124717738523
3,4,0.260469568076706
3,5,0.258908818791946
3,6,0.2583342714173016
3,7,0.2582363255662032
3,8,0.25837757474830775
3,9,0.2586386962234892
3,10,0.2589566249138536
3,11,0.25929698020967656
3,12,0.25964074959853545
3,13,0.2599774581851822
3,14,0.2603014979796209
3,15,0.2606100855131431
3,16,0.2609020866283532
3,17,0.26117733127715076
3,18,0.26143620340819546
3,19,0.2616793936725488
3,20,0.2619077494882896
3,21,0.26212218373955953
4,2,0.2836184557694182
4,3,0.2708541151461578
4,4,0.264826279956102
4,5,0.26175797002202505
4,6,0.26016494215985936
4,7,0.25936711130053886
4,8,0.259019791834905
4,9,0.25893551553187266
4,10,0.2590070175495222
4,11,0.25917059717026425
4,12,0.2593873715269934
4,13,0.2596331329747376
4,14,0.2598926148639249
4,15,0.2601561309358235
4,16,0.26041754731634237
4,17,0.26067302669136144
4,18,0.26092023473056963
4,19,0.2611578288730864
4,20,0.261385123422488
4,21,0.2616018689301141
5,2,0.29276606978337283
5,3,0.2777956926297175
5,4,0.26998325073609153
5,5,0.265598320334506
5,6,0.2630466822318995
5,7,0.26154734947212493
5,8,0.26068157656649765
5,9,0.2602100128418251
5,10,0.25998926224704877
5,11,0.25993028672669577
5,12,0.25997623056229785
5,13,0.26008997277154916
5,14,0.2602468479991373
5,15,0.2604302447139688
5,16,0.2606288671365372
5,17,0.2608349899303822
5,18,0.26104332207607067
5,19,0.2612502531238606
5,20,0.2614533450373905
5,21,0.26165098470848674
6,2,0.30096641088357345
6,3,0.2845659050418576
6,4,0.275394348194507
6,5,0.2699154393157298
6,6,0.2665169740239525
6,7,0.26436723453185756
6,8,0.2630006057263458
6,9,0.2621408284782987
6,10,0.26161677925753235
6,11,0.2613188744066721
6,12,0.2611750467133137
6,13,0.2611368602879464
6,14,0.2611711695722073
6,15,0.2612549548814478
6,16,0.2613720362787503
6,17,0.26151093465645636
6,18,0.26166345093812476
6,19,0.26182370628373663
6,20,0.26198748038551545
6,21,0.26215175153707343
7,2,0.3082374755333083
7,3,0.29095514715392845
7,4,0.28077365305813556
7,5,0.27441043008004623
7,6,0.27028872957341393
7,7,0.26756005707023794
7,8,0.2657323548293311
7,9,0.2645047029777474
7,10,0.2636856715011455
7,11,0.26314969183608433
7,12,0.2628123295826703
7,13,0.2626156283589173
7,14,0.2625191093888507
7,15,0.2624940821802856
7,16,0.26251995867999484
7,17,0.26258181346650955
7,18,0.2626687366418155
7,19,0.26277270459717006
7,20,0.2628877909088065
7,21,0.26300960982507615
8,2,0.31467083668439366
8,3,0.2968914485175851
8,4,0.28597638124091174
8,5,0.2789115582121849
8,6,0.27418494153317063
8,7,0.27095339040342015
8,8,0.26871312404048786
8,9,0.267148062973304
8,10,0.26605258775274077
8,11,0.26528911317271253
8,12,0.2647634410863233
8,13,0.2644098253702775
8,14,0.2641816175616686
8,15,0.2640452487300929
8,16,0.2639762677788731
8,17,0.26395668107739606
8,18,0.2639731322543823
8,19,0.2640156389916395
8,20,0.2640766999730346
8,21,0.264150657874478
9,2,0.32037336725564636
9,3,0.30236686241325167
9,4,0.29093374583328974
