n_values,benefit_values,s_value
0.0,0.0,0.1
0.10101010101010101,0.010099427685441606,0.1
0.20202020202020202,0.020199054224231974,0.1
0.30303030303030304,0.030298874469748736,0.1
0.40404040404040403,0.040398883274978634,0.1
0.5050505050505051,0.05049907549251308,0.1
0.6060606060606061,0.060599445974581466,0.1
0.7070707070707071,0.07069998957304229,0.1
0.8080808080808081,0.08080070113940757,0.1
0.9090909090909091,0.09090157552483842,0.1
1.0101010101010102,0.10100260758017168,0.1
1.1111111111111112,0.11110379215590663,0.1
1.2121212121212122,0.12120512410225823,0.1
1.3131313131313131,0.13130659826912386,0.1
1.4141414141414141,0.14140820950610555,0.1
1.5151515151515151,0.15150995266253653,0.1
1.6161616161616161,0.16161182258747908,0.1
1.7171717171717171,0.17171381412973122,0.1
1.8181818181818181,0.1818159221378489,0.1
1.9191919191919191,0.191918141460157,0.1
2.0202020202020203,0.20202046694472733,0.1
2.121212121212121,0.21212289343944948,0.1
2.2222222222222223,0.22222541579198213,0.1
2.323232323232323,0.23232802884979512,0.1
2.4242424242424243,0.24243072746016953,0.1
2.525252525252525,0.2525335064702332,0.1
2.6262626262626263,0.2626363607269164,0.1
2.727272727272727,0.27273928507702255,0.1
2.8282828282828283,0.28284227436720205,0.1
2.929292929292929,0.29294532344396534,0.1
3.0303030303030303,0.30304842715371844,0.1
3.131313131313131,0.31315158034273854,0.1
3.2323232323232323,0.3232547778572118,0.1
3.3333333333333335,0.3333580145432333,0.1
3.4343434343434343,0.34346128524681596,0.1
3.5353535353535355,0.3535645848139039,0.1
3.6363636363636362,0.3636679080903789,0.1
3.7373737373737375,0.37377124992207844,0.1
3.8383838383838382,0.383874605154809,0.1
3.9393939393939394,0.39397796863432566,0.1
4.040404040404041,0.4040813352064039,0.1
4.141414141414141,0.41418469971677224,0.1
4.242424242424242,0.42428805701119704,0.1
4.343434343434343,0.4343914019354381,0.1
4.444444444444445,0.44449472933529516,0.1
4.545454545454545,0.45459803405659,0.1
4.646464646464646,0.4647013109452024,0.1
4.747474747474747,0.4748045548470563,0.1
4.848484848484849,0.4849077606081559,0.1
4.94949494949495,0.49501092307457173,0.1
5.05050505050505,0.5051140370924811,0.1
5.151515151515151,0.5152170975081324,0.1
5.252525252525253,0.5253200991679116,0.1
5.353535353535354,0.5354230369183024,0.1
5.454545454545454,0.5455259056059353,0.1
5.555555555555555,0.5556287000775694,0.1
5.656565656565657,0.5657314151801236,0.1
5.757575757575758,0.5758340457606728,0.1
5.858585858585858,0.5859365866664644,0.1
5.959595959595959,0.5960390327449419,0.1
6.0606060606060606,0.6061413788437214,0.1
6.161616161616162,0.6162436198106419,0.1
6.262626262626262,0.6263457504937371,0.1
6.363636363636363,0.6364477657412897,0.1
6.4646464646464645,0.6465496604017958,0.1
6.565656565656566,0.6566514293240135,0.1
6.666666666666667,0.6667530673569494,0.1
6.767676767676767,0.6768545693498724,0.1
6.8686868686868685,0.6869559301523446,0.1
6.96969696969697,0.6970571446142032,0.1
7.070707070707071,0.7071582075855835,0.1
7.171717171717171,0.7172591139169356,0.1
7.2727272727272725,0.7273598584590301,0.1
7.373737373737374,0.7374604360629611,0.1
7.474747474747475,0.7475608415801742,0.1
7.575757575757575,0.7576610698624524,0.1
7.6767676767676765,0.7677611157619428,0.1
7.777777777777778,0.7778609741311792,0.1
7.878787878787879,0.7879606398230593,0.1
7.979797979797979,0.798060107690881,0.1
8.080808080808081,0.8081593725883461,0.1
8.181818181818182,0.8182584293695785,0.1
