Generation,xOC,xOB,xMM
0.0,0.2,0.5,0.3
2.0408163265306123,0.21726356000518687,0.5583278940931248,0.22440854590168838
4.081632653061225,0.23196750677639888,0.6109391454007923,0.1570933478228087
6.122448979591837,0.24267863972919312,0.6535490143903775,0.10377234588042945
8.16326530612245,0.2491856551833943,0.6851869050751344,0.06562743974147134
10.204081632653061,0.25217953299133106,0.7074647648999919,0.04035570210867725
12.244897959183675,0.25263490895995866,0.7229215019240997,0.024443589115941657
14.285714285714286,0.2514057272899707,0.7338742466696914,0.014720026040338043
16.3265306122449,0.24910331936667343,0.7420292151037584,0.008867465529568897
18.367346938775512,0.2461217145977596,0.748513892045187,0.005364393357058319
20.408163265306122,0.2427008623740397,0.754032360988634,0.0032667766373360697
22.448979591836736,0.23898240975568702,0.7590119306309473,0.0020056596133848316
24.48979591836735,0.23504854885450335,0.763708752993688,0.001242698151964741
26.53061224489796,0.23094648544904595,0.7682759424838372,0.0007775720667188907
28.571428571428573,0.22670313851153895,0.7728052761642207,0.0004915853248722774
30.612244897959183,0.22233378384475408,0.7773520855132411,0.00031413064200843483
32.6530612244898,0.21784710191450482,0.7819499355294249,0.00020296255229190085
34.69387755102041,0.21324813591649275,0.7866192351356858,0.0001326289629921869
36.734693877551024,0.20854004831048875,0.7913722737090118,8.767788381370409e-05
38.775510204081634,0.20372519068541703,0.7962161583439541,5.865102266216073e-05
40.816326530612244,0.19880578196130222,0.8011545099835722,3.970794264338782e-05
42.85714285714286,0.1937843632334645,0.806188422579056,2.7214477418128408e-05
44.89795918367347,0.18866412925863704,0.8113169920343223,1.888406303975961e-05
46.93877551020408,0.18344917954176487,0.8165375528658466,1.3267856652999465e-05
48.9795918367347,0.17814474061458974,0.8218458028411967,9.440853100934385e-06
51.02040816326531,0.1727573632418352,0.8272358514992182,6.8035647503045784e-06
53.06122448979592,0.16729503199913157,0.8327000044707311,4.966249951372781e-06
55.10204081632653,0.16176737344406378,0.8382289557094385,3.6716817706275003e-06
57.142857142857146,0.1561857024755858,0.8438115480357458,2.749453479898387e-06
59.183673469387756,0.15056309608379903,0.8494348187714584,2.0851253502881915e-06
61.224489795918366,0.1449143949764776,0.8550840037807961,1.6011868530050882e-06
63.26530612244898,0.13925613195885087,0.8607426252754511,1.2448107705608997e-06
65.3061224489796,0.1336064070025439,0.8663926174886052,9.79671014281713e-07
67.34693877551021,0.1279846259381953,0.8720145919794331,7.802002052288075e-07
69.38775510204081,0.122411206240176,0.8775881567262735,6.286012080584007e-07
71.42857142857143,0.11690716718820227,0.883092328798509,5.122067842945901e-07
73.46938775510205,0.11149363563436093,0.8885059866801727,4.218587052634669e-07
75.51020408163265,0.10619132976271607,0.8938083394726669,3.510366997786462e-07
77.55102040816327,0.10102005133951078,0.898979657189949,2.950073231814212e-07
79.59183673469389,0.09599811422591464,0.9040016360481083,2.502609094395439e-07
81.63265306122449,0.09114187201758189,0.9088579138982424,2.14200324217889e-07
83.6734693877551,0.0864653266663613,0.9135344887025798,1.848821330188418e-07
85.71428571428572,0.08197983781249324,0.9180200020281953,1.6084345612236473e-07
87.75510204081633,0.07769392729911195,0.9223059316519858,1.4097551226626288e-07
89.79591836734694,0.07361327097382675,0.9263866042192079,1.2442566030044363e-07
91.83673469387756,0.06974076482663415,0.9302591268230206,1.1053398092477166e-07
93.87755102040816,0.06607666392280542,0.9339232439002266,9.879555171680667e-08
95.91836734693878,0.0626189039639512,0.9373810102066876,8.880755868605348e-08
97.9591836734694,0.05936338004146704,0.9406365322318291,8.025401298474644e-08
100.0,0.056304295810846706,0.9436956279594649,7.288444586694147e-08
