Generation,xOC,xOB,xMM,h_value
0.0,0.3,0.3,0.4,0.9
4.081632653061225,0.1263976043015198,0.10459338494202718,0.7690090107564531,0.9
8.16326530612245,0.06340548372281657,0.04241929153956651,0.894175224737617,0.9
12.244897959183675,0.04993241610793128,0.02807323355962909,0.9219943503324397,0.9
16.3265306122449,0.0445734963037862,0.021397777301822345,0.9340287263943913,0.9
20.408163265306122,0.04189090213385016,0.017297171012723524,0.9408119268534262,0.9
24.48979591836735,0.04046286748104095,0.014419450109554881,0.9451176824094041,0.9
28.571428571428573,0.03974470079525043,0.012238276174835128,0.9480170230299144,0.9
32.6530612244898,0.03947800317903115,0.010501308275036609,0.9500206885459322,0.9
36.734693877551024,0.03952156948400072,0.00907071342095421,0.9514077170950451,0.9
40.816326530612244,0.03978956195317324,0.007864206923192639,0.9523462311236341,0.9
44.89795918367347,0.04022494566691925,0.006829418207039685,0.9529456361260408,0.9
48.9795918367347,0.04078669289984568,0.005931350788003245,0.953281956312151,0.9
53.06122448979592,0.041443132938321504,0.005145692789462709,0.9534111742722157,0.9
57.142857142857146,0.04216832586337359,0.004454982078579732,0.9533766920580476,0.9
61.224489795918366,0.04294004543232052,0.003846260730921894,0.9532136938367569,0.9
65.3061224489796,0.043738714152760656,0.0033095863734822,0.9529516994737585,0.9
69.38775510204081,0.04454689899631347,0.002837044141676898,0.9526160568620085,0.9
73.46938775510205,0.045349146814366526,0.002422077559489123,0.952228775626144,0.9
77.55102040816327,0.04613201092469363,0.002059035300261378,0.9518089537750628,0.9
81.63265306122449,0.04688415678320602,0.0017428691756575976,0.9513729740411467,0.9
85.71428571428572,0.047596459709006854,0.0014689382831580139,0.9509346020078157,0.9
89.79591836734694,0.04826205530948959,0.0012329020058363706,0.9505050426846957,0.9
93.87755102040816,0.048876293121138344,0.0010306656327801612,0.9500930412461196,0.9
97.9591836734694,0.049436594500528785,0.0008583652626439371,0.9497050402367241,0.9
102.04081632653062,0.049942234864263926,0.000712374261176013,0.9493453908744028,0.9
106.12244897959184,0.05039405377046104,0.0005893220804773836,0.9490166241492821,0.9
110.20408163265306,0.050794136421666504,0.0004861129166506014,0.9487197506623394,0.9
114.28571428571429,0.05114549370830168,0.00039993814893385106,0.9484545681427732,0.9
118.36734693877551,0.05145175912971808,0.00032828204880864365,0.9482199588197813,0.9
122.44897959183673,0.05171692418378871,0.00026891866655661447,0.9480141571485621,0.9
126.53061224489797,0.051945117764779426,0.00021990062734626107,0.9478349816114728,0.9
130.6122448979592,0.05214043267975669,0.00017954208769308406,0.9476800252378206,0.9
134.69387755102042,0.05230679865905284,0.0001463972446579767,0.947546804091028,0.9
138.77551020408163,0.05244789616604538,0.00011923640453993445,0.9474328674110731,0.9
142.85714285714286,0.05256710523849047,9.702122767657345e-05,0.9473358735366862,0.9
146.9387755102041,0.05266747580611149,7.888055849489381e-05,0.9472536437157272,0.9
151.0204081632653,0.052751728506324605,6.408757408810614e-05,0.9471841840647082,0.9
155.10204081632654,0.05282226065065048,5.20385908205477e-05,0.9471257008126369,0.9
159.18367346938777,0.052881164256128384,4.223422222540246e-05,0.9470766012395989,0.9
163.26530612244898,0.05293025032012292,3.426305785083599e-05,0.9470354860746553,0.9
167.3469387755102,0.052971075618322976,2.778692119969848e-05,0.9470011373121564,0.9
171.42857142857144,0.053004971545640316,2.252840077070433e-05,0.946972501266172,0.9
175.51020408163265,0.053033070772031295,1.8260615036367038e-05,0.9469486702248477,0.9
179.59183673469389,0.05305633198557947,1.4798449220040123e-05,0.9469288696504751,0.9
183.67346938775512,0.053075562554147075,1.1990734339312833e-05,0.9469124469525699,0.9
187.75510204081633,0.053091436556143436,9.715690827277308e-06,0.9468988465081369,0.9
191.83673469387756,0.053104522778002594,7.873202449813672e-06,0.9468876025012338,0.9
195.9183673469388,0.053115306962103884,6.379938716733197e-06,0.9468783124804784,0.9
200.0,0.05312418835599248,5.169485478584933e-06,0.9468706421203291,0.9
0.0,0.3,0.3,0.4,0.7
4.081632653061225,0.15818552198566949,0.13073303164079236,0.7110814463735381,0.7
8.16326530612245,0.13974481563437485,0.08670000733618193,0.7735551770294432,0.7
12.244897959183675,0.15051742321256598,0.06497431641485009,0.7845082603725841,0.7
16.3265306122449,0.17480352942676194,0.04709610094044016,0.7781003696327979,0.7
20.408163265306122,0.20931836017549318,0.030259200385621063,0.7604224394388857,0.7
24.48979591836735,0.24545711630704864,0.015931622748620727,0.7386112609443307,0.7
28.571428571428573,0.27192873181820626,0.0067856465284130835,0.7212856216533808,0.7
32.6530612244898,0.28618092514439686,0.0024938749022403142,0.7113251999533631,0.7
36.734693877551024,0.2924501422111081,0.0008501311284690772,0.7066997266604229,0.7
40.816326530612244,0.29489310954665815,0.0002806892530487528,0.7048262012002932,0.7
44.89795918367347,0.29577844183432056,9.15527338968258e-05,0.7041300054317824,0.7
48.9795918367347,0.2960855593324616,2.9731956579246983e-05,0.7038847087109589,0.7
53.06122448979592,0.29618933138666104,9.640414544786972e-06,0.7038010281987941,0.7
57.142857142857146,0.2962238345216706,3.1237597596237304e-06,0.7037730417185681,0.7
61.224489795918366,0.2962351951581107,1.0118484952711929e-06,0.7037637929933906,0.7
65.3061224489796,0.2962389139922421,3.275733817123302e-07,0.7037607584343811,0.7
69.38775510204081,0.29624012451923654,1.0623329906779581e-07,0.7037597692474706,0.7
73.46938775510205,0.2962405197621255,3.418012464569498e-08,0.7037594460577498,0.7
77.55102040816327,0.29624064631204877,1.11735296556755e-08,0.7037593425144191,0.7
