Strength WMMd IH,Strength MMd GF IH,MM fraction
0.0,0.0,0.45749502442175727
0.0,0.1,0.45137551878493787
0.0,0.2,0.4449877959866416
0.0,0.3,0.43831473476876437
0.0,0.4,0.4313379061697524
0.0,0.5,0.4240375242312039
0.0,0.6,0.4163923957814818
0.0,0.7,0.40837990801512997
0.0,0.8,0.3999760940914304
0.0,0.9,0.39115580421647345
0.0,1.0,0.38189306869453526
0.0,1.1,0.37216171804473136
0.0,1.2,0.361936535928443
0.0,1.3,0.3511951137083765
0.0,1.4,0.33992094348100244
0.0,1.5,0.32810790117031063
0.0,1.6,0.31573299307706104
0.0,1.7,0.3211068773589805
0.0,1.8,0.4133172953105205
0.0,1.9,0.4133174816857912
0.0,2.0,0.4133174805229496
0.1,0.0,0.44707914643206836
0.1,0.1,0.44073668581972936
0.1,0.2,0.43411712564843274
0.1,0.3,0.4272029934204774
0.1,0.4,0.4199755648373774
0.1,0.5,0.4124148199369608
0.1,0.6,0.4044994343681386
0.1,0.7,0.39620686405756367
0.1,0.8,0.38751349606836794
0.1,0.9,0.37839497405125155
0.1,1.0,0.36882680390262124
0.1,1.1,0.35878539508805973
0.1,1.2,0.34824975446398554
0.1,1.3,0.33720430967648896
0.1,1.4,0.3256422366818952
0.1,1.5,0.3134969330891077
0.1,1.6,0.38416836006485255
0.1,1.7,0.4133174645793585
0.1,1.8,0.41331748139746427
0.1,1.9,0.41331748051514317
0.1,2.0,0.41331748031327054
0.2,0.0,0.4366638623181741
0.2,0.1,0.4300992941697425
0.2,0.2,0.42324899288402296
0.2,0.3,0.4160952217162261
0.2,0.4,0.40861903953736434
0.2,0.5,0.4008003202419121
0.2,0.6,0.3926178213056019
0.2,0.7,0.38404932619425725
0.2,0.8,0.375071946215922
0.2,0.9,0.3656626965750678
0.2,1.0,0.3557994351432886
0.2,1.1,0.3454624067531627
0.2,1.2,0.334636810006859
0.2,1.3,0.32331426023866294
0.2,1.4,0.3113564819647898
0.2,1.5,0.41152814815802596
0.2,1.6,0.4133174836523791
0.2,1.7,0.4133174809699469
0.2,1.8,0.4133174804964751
0.2,1.9,0.4133174802477285
0.2,2.0,0.41331748018810127
0.3,0.0,0.42625010146132114
0.3,0.1,0.41946444650097137
0.3,0.2,0.4123847273368537
0.3,0.3,0.4049930034191442
0.3,0.4,0.39727026508195107
0.3,0.5,0.3891964555250716
0.3,0.6,0.3807506321184553
0.3,0.7,0.3719112503726375
0.3,0.8,0.3626566763333124
0.3,0.9,0.3529660642535969
0.3,1.0,0.34282076024484376
0.3,1.1,0.33220661256811157
0.3,1.2,0.32111162357552814
0.3,1.3,0.30934210755767894
0.3,1.4,0.4132558836991367
0.3,1.5,0.41331748422985426
0.3,1.6,0.4133174806942784
0.3,1.7,0.41331748041604727
0.3,1.8,0.41331748029612825
0.3,1.9,0.41331748018420134
0.3,2.0,0.4133174801667834
0.4,0.0,0.4158388167993697
0.4,0.1,0.4088332850960838
0.4,0.2,0.4015256935673083
0.4,0.3,0.39389803931690676
0.4,0.4,0.3859313766368447
0.4,0.5,0.37760591016398115
0.4,0.6,0.36890133306940387
0.4,0.7,0.35979724247801526
0.4,0.8,0.3502739324621954
0.4,0.9,0.34031375147969223
0.4,1.0,0.32990297247217615
0.4,1.1,0.31902131239555953
0.4,1.2,0.3077592156833737
0.4,1.3,0.41331345978703293
0.4,1.4,0.4133174837683281
0.4,1.5,0.41331748077472197
0.4,1.6,0.41331748043531435
0.4,1.7,0.4133174802887994
0.4,1.8,0.41331748018766606
0.4,1.9,0.4133174801596067
0.4,2.0,0.41331748014577485
0.5,0.0,0.4054309821650253
0.5,0.1,0.39820699589796504
0.5,0.2,0.39067337018019765
0.5,0.3,0.38281217262010403
0.5,0.4,0.3746046923435442
0.5,0.5,0.3660317238173668
0.5,0.6,0.35707398136023144
0.5,0.7,0.3477128009689118
0.5,0.8,0.33793140269774674
0.5,0.9,0.3277162311288053
0.5,1.0,0.3170279172956918
0.5,1.1,0.3084809668589515
0.5,1.2,0.41331711961549455
0.5,1.3,0.41331748339122343
0.5,1.4,0.4133174806497547
0.5,1.5,0.4133174804300682
0.5,1.6,0.4133174802260129
0.5,1.7,0.41331748018511005
0.5,1.8,0.4133174801672782
0.5,1.9,0.41331748016268954
0.5,2.0,0.4133174801493342
0.6,0.0,0.395027626032995
0.6,0.1,0.3875868453573882
0.6,0.2,0.3798293533288535
0.6,0.3,0.3717374255595381
0.6,0.4,0.3632928763535239
0.6,0.5,0.3544774331265284
0.6,0.6,0.3452733825310391
0.6,0.7,0.33566467830191227
0.6,0.8,0.32563746772014956
0.6,0.9,0.3151179517905111
0.6,1.0,0.3245301934109074
0.6,1.1,0.41331746788859114
0.6,1.2,0.4133174819636624
0.6,1.3,0.41331748066684576
0.6,1.4,0.41331748036639004
0.6,1.5,0.41331748020957937
0.6,1.6,0.41331748018007064
0.6,1.7,0.4133174801626943
0.6,1.8,0.41331748016318476
0.6,1.9,0.4133174801538844
0.6,2.0,0.41331748015539793
