Generation,xOC,xOB,xMMd,xMMr
0.0,0.3,0.3,0.2,0.2
1.0416666666666667,0.45727123063276537,0.22941555142887296,0.17770602399676697,0.13560719394159484
2.0833333333333335,0.5345885869166364,0.182874078089981,0.1792641713156141,0.10327316367776851
3.125,0.5698077940631919,0.1506480911777443,0.19593129246970342,0.08361282228936046
4.166666666666667,0.5859512849053239,0.12453918409222306,0.2213131072285377,0.06819642377391545
5.208333333333334,0.5930855794928033,0.10130932803217714,0.2513300592099646,0.054275033265055
6.25,0.5956147665251312,0.08022094350887127,0.2827177105964002,0.04144657936959732
7.291666666666667,0.5956541952465848,0.06154200442971326,0.3126441456845815,0.030159654639120285
8.333333333333334,0.5944109825146008,0.045731434388388094,0.3389411950458368,0.020916388051174285
9.375,0.5926739058792498,0.033016875647750486,0.3604141801405787,0.01389503833242083
10.416666666666668,0.5909443829997127,0.023272856058447942,0.3768729481306379,0.008909812811201415
11.458333333333334,0.5894829965504808,0.01610228193186592,0.3888546198418,0.005560101675853256
12.5,0.5883710402126241,0.010989717252422213,0.39723738213826537,0.0034018603966881706
13.541666666666668,0.5875849980617295,0.007428335089338908,0.4029338235785681,0.002052843270363363
14.583333333333334,0.5870583618825529,0.004987922548805623,0.4067264779717469,0.0012272375968942052
15.625000000000002,0.5867192831805726,0.0033343713957591442,0.4092172313432391,0.0007291140804288012
16.666666666666668,0.5865073968646908,0.002222421483406043,0.4108387689537117,0.00043141269819128023
17.708333333333336,0.5863779982683541,0.0014784285300521974,0.4118889743748046,0.0002545988267887579
18.75,0.5863003499191822,0.0009822499500344263,0.41256740935290664,0.00014999077787642486
19.791666666666668,0.5862544243343507,0.0006520564108171765,0.4130052535836912,8.826567114058093e-05
20.833333333333336,0.5862275731320221,0.0004326286003671035,0.4132878926845727,5.190558303780683e-05
21.875,0.586212041260258,0.00028693951926063514,0.41347051036395854,3.050885652236802e-05
22.916666666666668,0.5862031445011411,0.00019026759772946332,0.4135886609542757,1.7926946853255074e-05
23.958333333333336,0.5861980971491252,0.0001261437133369081,0.4136652280626194,1.0531074917970322e-05
25.0,0.5861952641033059,8.362303499944595e-05,0.4137149267440632,6.186117630936598e-06
25.0,0.5861952641033059,8.362303499944595e-05,0.4137149267440632,6.186117630936598e-06
26.013513513513512,0.7344159883913304,9.41428666644765e-05,0.26548301460960755,6.854132397236454e-06
27.027027027027028,0.7916398675054933,0.0001252613153969369,0.2082248502869624,1.002089214655218e-05
28.04054054054054,0.8182868855207961,0.0001826437304884329,0.18151365434454247,1.681640417184402e-05
29.054054054054056,0.8322412365581298,0.0002798871232848899,0.16744853180631544,3.0344512268217848e-05
30.06756756756757,0.8400266869169747,0.0004411628635430823,0.15947512705443959,5.702316503987587e-05
31.08108108108108,0.8444760911326977,0.0007068910032620542,0.15470731027016188,0.0001097075938740928
32.0945945945946,0.8469564587395129,0.0011436441053669399,0.15168590059252068,0.00021399656259258034
33.10810810810811,0.8481432671445824,0.0018603234484336718,0.1495756968145292,0.0004207125924433935
34.12162162162162,0.8483194887522745,0.0030338065658847622,0.1478163746485507,0.0008303300332718031
35.13513513513514,0.8474811211557707,0.004948031085912545,0.14593087148105618,0.0016399762772309392
36.148648648648646,0.8453379984145534,0.008049002813557556,0.14338192028728886,0.0032310784845522487
37.16216216216216,0.8412374129376937,0.01300843243768263,0.1394310876587515,0.006323066965794829
38.17567567567568,0.8340332699559371,0.02075494621779388,0.13300172526808182,0.0122100585580638
39.18918918918919,0.8219891764847632,0.03234613435611442,0.12264462962330434,0.023020059535624193
40.2027027027027,0.8029959073555265,0.04841983330899149,0.10690045719354295,0.041683802141642634
41.21621621621622,0.7756318433927456,0.06801293255364332,0.08546330463884108,0.07089191941433534
42.229729729729726,0.7412055589796651,0.0874251357716527,0.060766996507779183,0.1106023087403017
43.24324324324324,0.7049628580938881,0.10121137009784476,0.03776944723960824,0.15605632456788077
44.25675675675676,0.6736989559861153,0.10575485963423678,0.020665313812248502,0.19988087056645462
45.270270270270274,0.6514791739528006,0.1014828674103859,0.010218684484902789,0.236819274150821
46.28378378378379,0.6382762708112723,0.09140681653120218,0.004709530970336622,0.2656073816859792
47.2972972972973,0.6317689300160223,0.07871156570151319,0.0020740044481673925,0.2874454998329911
48.310810810810814,0.629363823402336,0.06564367263261844,0.0008874138717517165,0.304105090091913
49.32432432432432,0.6291106558387425,0.05347369077255929,0.0003726657928136661,0.3170429875944485
50.33783783783784,0.6298053196252066,0.04278823210219241,0.00015451330377444356,0.32725193496735255
51.351351351351354,0.6307989513313688,0.0337630535542179,6.347579103440809e-05,0.3353745193218822
52.36486486486487,0.6317841157600126,0.026348063877242204,2.5895203416166644e-05,0.3418419251578225
53.37837837837838,0.6326394569705229,0.020381083881702018,1.0506927704499266e-05,0.3469689522185647
54.391891891891895,0.6333350665893037,0.015655559654290167,4.245070822080962e-06,0.3510051286840874
55.4054054054054,0.6338807212759862,0.011959588280131116,1.7091446958946187e-06,0.35415798129770587
56.41891891891892,0.634299936834593,0.009096873587074302,6.862282146764025e-07,0.3566025033486576
57.432432432432435,0.634618151289846,0.00689628842299029,2.7505569403822286e-07,0.3584852852300333
58.44594594594595,0.634858037640016,0.005214574694224133,1.0960200756403813e-07,0.3599272780623426
59.45945945945946,0.6350382006509451,0.003935175911222541,4.426765229543279e-08,0.3610265791687989
60.472972972972975,0.6351732444391438,0.002965206021245996,1.7747909160144822e-08,0.36186153179034936
61.48648648648649,0.6352743780663735,0.0022317839889262675,7.571050286692824e-09,0.36249383037232813
62.5,0.6353501056397819,0.0016783012312289985,2.33992045365445e-09,0.3629715907877771
63.513513513513516,0.6354068017635343,0.0012612584978424636,1.2444465348986364e-09,0.3633319384929155
64.52702702702703,0.6354492630925292,0.0009473781016479305,2.3984907464909206e-10,0.3636033585647425
