Generation,xOC,xOB,xMMd,xMMr
0.0,0.3,0.3,0.2,0.2
1.0416666666666667,0.458487261909422,0.2311231264057477,0.1790499181219461,0.1313396935628842
2.0833333333333335,0.5355130012461073,0.18564447831717215,0.18198418036372582,0.09685834007299446
3.125,0.5701100990787172,0.15405131546453313,0.20026208770330295,0.07557649775344662
4.166666666666667,0.5855781271039244,0.12811286160942426,0.22738395905447925,0.05892505223217193
5.208333333333334,0.5920453570768909,0.10460278202483629,0.25897186170890535,0.04437999918936723
6.25,0.5939906632716074,0.08290429563817601,0.2913683823320268,0.0317366587581896
7.291666666666667,0.5936315706849219,0.06348821390885541,0.32145478176002956,0.021425433646193117
8.333333333333334,0.5922487866976648,0.04700427311838873,0.3470566742423042,0.01369026594164215
9.375,0.5906260808919623,0.03378246651471795,0.3672467091385011,0.008344743454818393
10.416666666666668,0.5891870626719015,0.023706873021325955,0.38220511540825314,0.004900948898519307
11.458333333333334,0.5880899639083729,0.016340340320234927,0.3927691242681665,0.0028005715032256226
12.5,0.5873337531694465,0.011119239399451954,0.3999771778115137,0.001569829619587828
13.541666666666668,0.5868492672419722,0.007499704957687249,0.4047825032881071,0.0008685245122334098
14.583333333333334,0.5865557168742334,0.005028320482831024,0.4079395914868745,0.00047637115606111847
15.625000000000002,0.5863856426983172,0.0033580180286236078,0.4099965354344563,0.00025980383860286165
16.666666666666668,0.5862908083236974,0.002236725260680811,0.41133129318400585,0.00014117323161585787
17.708333333333336,0.5862397883934747,0.0014873143573409216,0.41219636886108046,7.652838810373118e-05
18.75,0.5862133406666518,0.0009878949260646453,0.41275734168203426,4.142272524923979e-05
19.791666666666668,0.5862002232854662,0.0006556969508682813,0.4131216826951624,2.2397068503111457e-05
20.833333333333336,0.5861940984366859,0.0004350003598331986,0.4133587988754877,1.2102327993010429e-05
21.875,0.5861915085373887,0.0002884971844725136,0.41351345760259917,6.536675539449532e-06
22.916666666666668,0.5861906205841815,0.0001912973217719891,0.41361455235312494,3.52974092143532e-06
23.958333333333336,0.5861904940611955,0.00012682771055307174,0.4136807733321754,1.904896075934804e-06
25.0,0.5861906651462969,8.407797108862514e-05,0.41372422877495607,1.0281076581878007e-06
25.0,0.5861906651462969,8.407797108862514e-05,0.41372422877495607,1.0281076581878007e-06
26.013513513513512,0.820248940697689,0.0001253768959373679,0.17962416710024526,1.5153061276301282e-06
27.027027027027028,0.9071112990092988,0.0002423725325132471,0.0926427891260138,3.5393321732591077e-06
28.04054054054054,0.9463231463438366,0.0005396782715452712,0.05312684979225187,1.0325592364842899e-05
29.054054054054056,0.9663800759381506,0.0012957555147119465,0.03229038796075742,3.378058637698614e-05
30.06756756756757,0.9763912672933497,0.00324065372685965,0.020250548902508964,0.00011753007727505218
31.08108108108108,0.9784773013232516,0.008248742263178111,0.012853540892032056,0.00042041552152399445
32.0945945945946,0.9696009736185974,0.020835872782363977,0.008069538848091397,0.0014936147509166785
33.10810810810811,0.940170708002041,0.05003730932380038,0.0048095149566661985,0.004982467717429378
34.12162162162162,0.8771487306904862,0.10613279680281407,0.00253432743611498,0.014184145070464727
