Generation,WOC,WOB,WMMd,WMMr,W_average
0,0.60328,-0.9862000000000001,-0.8325,-1.21964,-0.7560410000000001
1,0.18752718963177362,-0.7833120592517456,-0.35761766747054224,-0.8587907926467335,-0.32241648164664655
2,-0.02932098574759312,-0.6776558215900355,-0.06389086038942282,-0.6594015111345486,-0.1879313479953773
3,-0.07399013752582417,-0.6550686404690935,0.053373233378402274,-0.6199135519540645,-0.11685462640971085
4,-0.04757646266066462,-0.6667414504155357,0.08843181714155124,-0.6487216807568003,-0.04901020131732737
5,-0.006146519726047739,-0.6858784748055173,0.09078113431749579,-0.6914636592451205,0.0039398068183870705
6,0.026842445566477968,-0.7012578286676014,0.08414793530450693,-0.7249898726529563,0.036504685977100396
7,0.04731832894659549,-0.7108476212417101,0.07772004611923022,-0.7455776211927081,0.05367451204721179
8,0.05844465440234936,-0.7160739095272262,0.07353076902971267,-0.7566671321532397,0.06199111533908199
9,0.06403773245706446,-0.7187064876939444,0.07121079218501691,-0.762201643327991,0.06584561290271411
10,0.06671775858121487,-0.7199698238138336,0.07003356017415974,-0.7648377556712694,0.06759066149609574
11,0.06796302869467064,-0.7205574984640414,0.06946672796567599,-0.7660563854676689,0.06837018889366243
12,0.0685299125857306,-0.7208252654880446,0.0692028103797786,-0.7666086614563696,0.06871552449450338
13,0.06878436975720548,-0.7209455463984692,0.06908266203990832,-0.7668555585762806,0.06886766459180096
14,0.06889746649218864,-0.7209990400080726,0.06902880923584953,-0.7669648834879469,0.06893443796595143
15,0.06894738501941378,-0.7210226638091286,0.06900493109432904,-0.7670129656451846,0.06896366505511416
16,0.0689693046746025,-0.7210330422811297,0.06899442747966411,-0.7670340067922196,0.06897643215824915
17,0.06897889437206617,-0.7210375848110514,0.0689898336795951,-0.7670431816584373,0.0689820017872913
18,0.06898307822311267,-0.7210395674720002,0.06898783321776514,-0.7670471715734405,0.06898442912292205
19,0.06898490121203493,-0.7210404316942324,0.0689869640560219,-0.76704890455839,0.06898548682071448
20,0.06898569350343653,-0.7210408074366326,0.06898658770470356,-0.7670496553495226,0.06898594695637261
21,0.06898603644893253,-0.7210409701349081,0.06898642557325019,-0.7670499793307098,0.06898614656114123
22,0.06898618618164565,-0.7210410411946759,0.06898635506412476,-0.7670501203656515,0.06898623383350366
23,0.06898625203021003,-0.7210410724533198,0.06898632423665285,-0.7670501822294087,0.06898627235789757
24,0.0689862803709993,-0.721041085912448,0.06898631104376074,-0.7670502087570359,0.06898628898008599
0,0.0689862803709993,-0.721041085912448,-1.342213688956239,-0.7670502087570359,-0.5418630092715088
1,-0.42023331254864504,-0.48807937500376464,-0.9811230367227305,-0.2933613964239383,-0.5519085527921336
2,-0.5806636577707371,-0.41168397254395434,-0.8627101638518467,-0.13802407781773796,-0.6285549533191133
3,-0.6508205901785948,-0.378275909555688,-0.810927668256262,-0.0700943490727306,-0.673458298433864
4,-0.6872060524208938,-0.36094949910455204,-0.7840717354895098,-0.03486397945896047,-0.6994748334106238
5,-0.7079743582532223,-0.35105982996965046,-0.7687427538658784,-0.014754981436540637,-0.7151600962601413
6,-0.720519581019109,-0.34508591504374514,-0.7594831946380186,-0.002608011467721605,-0.7249290037487638
7,-0.7283665228086134,-0.3413492775744058,-0.7536914210770858,0.0049898399896577406,-0.731151987270565
8,-0.7333841681503216,-0.33895992587018553,-0.7499879500883542,0.009848237662599457,-0.7351766130990545
9,-0.736638473801792,-0.33741026351764153,-0.7475860146923187,0.012999326952476853,-0.7378057649606311
10,-0.7387686098793218,-0.3363959282245777,-0.7460138675778518,0.01506204912664777,-0.7395346579558206
11,-0.740171091000683,-0.3357281131081967,-0.7449788860099327,0.016420466555270963,-0.7406762032641451
12,-0.7410975337244672,-0.3352870215657618,-0.7442954413409668,0.017318502460539342,-0.7414312750689193
13,-0.7417097215311642,-0.33499565891841204,-0.743844306606058,0.017913443584350874,-0.7419297644039653
14,-0.7421118881659592,-0.3348044876710658,-0.7435489371401038,0.018307601072277357,-0.7422551079027236
15,-0.7423697272248224,-0.3346824365440437,-0.7433616734322923,0.01856758796882363,-0.7424585455337508
16,-0.7425205938493433,-0.33461217500017737,-0.7432567144669802,0.018736083333772635,-0.7425658334884699
17,-0.7425762428321668,-0.33458909599795594,-0.7432291812689216,0.018838565150996578,-0.7425764481545821
18,-0.7425164209335363,-0.33462498666666646,-0.7433021839660616,0.0188859282264644,-0.7424519988752298
19,-0.7422671095786144,-0.33475972401802706,-0.7435479098622505,0.01887243527498672,-0.7420848587320975
20,-0.7416486166826988,-0.3350888571880331,-0.7441367103987191,0.018766256502664502,-0.7412266990718209
21,-0.7402617471996604,-0.335823888853991,-0.7454439540670408,0.0184858266781327,-0.7393341768482435
22,-0.7372478605966037,-0.3374191392185582,-0.7482744560270691,0.017847109762328506,-0.7352472218551049
23,-0.7308087385621624,-0.3408251304898295,-0.7543097117645796,0.016451332254926454,-0.7265570237278569
24,-0.7173431810292696,-0.3479424303648664,-0.7669051885041438,0.01345736550959975,-0.7085198701698839
25,-0.6902922480239959,-0.36222126160256624,-0.7921285369450948,0.007172197164157401,-0.6728262070416329
26,-0.6400573973500463,-0.38867248190645126,-0.8387134361834832,-0.005427000286978512,-0.6085473743576901
27,-0.5591628452122948,-0.4310940116621279,-0.9130648935441534,-0.02818637657345202,-0.5109997775362
28,-0.4547715820938233,-0.48552656594165566,-1.0078320317843834,-0.06198139636313038,-0.39727539882416935
29,-0.35240011207138877,-0.5385618379360244,-1.0994630228841216,-0.10002287672205235,-0.30079986277756154
30,-0.2752409360497471,-0.5782945725101893,-1.1676155585347496,-0.13212579424436255,-0.23922075401813195
31,-0.2276645419781128,-0.6026752714636011,-1.2091889553532251,-0.15360814079851326,-0.20664464981492672
32,-0.20194677249863346,-0.6158078500819656,-1.2314838431173465,-0.16588354421888596,-0.1909934495610804
33,-0.18912291203780995,-0.6223400414714998,-1.242538003380186,-0.1722348849098101,-0.183792288677596
34,-0.18303531219174107,-0.625435596213042,-1.247764098889564,-0.17532535984749842,-0.18054620255295006
35,-0.18023285733021155,-0.6268589263181292,-1.2501625669246503,-0.17677208474703843,-0.17910017110230864
36,-0.17896807478300214,-0.6275007302138976,-1.2512423104997055,-0.17743247310137633,-0.17846121073544208
37,-0.17840476315162657,-0.6277863808702514,-1.2517220795992192,-0.17772880866484408,-0.17818052766670223
38,-0.17815611308355206,-0.6279123825235841,-1.2519332813278536,-0.17786016674312988,-0.17805772490252353
39,-0.1780469790063013,-0.6279676274071354,-1.2520256085133286,-0.1779178545998803,-0.178004097257828
40,-0.17799921851045908,-0.6279917479140491,-1.2520657111556597,-0.17794297028638661,-0.1779806599135594
41,-0.17797829760752193,-0.6280022493656569,-1.2520829867015324,-0.17795378072471513,-0.17797035579885667
42,-0.17796905702183763,-0.6280068115531765,-1.2520903094727245,-0.177958329807266,-0.17796574681983826
43,-0.17796487373378833,-0.6280087866101723,-1.2520932841510868,-0.1779601320149682,-0.17796359524025726
44,-0.1779628575365515,-0.6280096342422958,-1.2520943399120161,-0.1779607131812,-0.17796248898643816
45,-0.17796175103904222,-0.62800998588259,-1.2520945173148592,-0.1779607264107581,-0.17796181159701124
46,-0.17796099665105103,-0.6280101172830406,-1.2520942607207943,-0.17796044847437198,-0.17796128615323867
47,-0.1779603382602546,-0.6280101496362177,-1.252093753713247,-0.1779599911182228,-0.17796078171432622
48,-0.17795966891730064,-0.6280101285509853,-1.2520930547792681,-0.17795938707732106,-0.17796024012550798
49,-0.17795891503808858,-0.628010078061033,-1.2520921781607934,-0.17795863917490573,-0.1779596169188961
50,-0.17795803429415724,-0.6280100057210204,-1.2520911102558079,-0.1779577324173489,-0.17795888280132388
51,-0.17795698782556313,-0.6280099131871251,-1.2520898203254438,-0.17795663920074833,-0.17795800789760077
52,-0.1779557383088478,-0.6280097993990457,-1.252088269829855,-0.17795532618326249,-0.17795696210383638
53,-0.1779542433099236,-0.6280096622154032,-1.2520864118568642,-0.17795375311851136,-0.17795571074930128
54,-0.17795244810935285,-0.6280094974716635,-1.2520841812232808,-0.17795186455939271,-0.17795420842717616
55,-0.17795028515628142,-0.6280092988736106,-1.2520814935854836,-0.1779495891225884,-0.1779523984953581
56,-0.1779477073091822,-0.6280090618452134,-1.2520782894550548,-0.17794687651382324,-0.17795024131961612
57,-0.17794461997958788,-0.6280087771790166,-1.2520744493887557,-0.17794362575765987,-0.1779476573675608
58,-0.17794090893109948,-0.6280084341837482,-1.2520698307275608,-0.17793971613116288,-0.17794455090719793
59,-0.17793648195630507,-0.6280080244084956,-1.252064318957876,-0.1779350506777333,-0.17794084477572977
60,-0.17793115980632979,-0.6280075317036141,-1.2520576924566602,-0.17792944167274238,-0.1779363891560842
61,-0.17792483365465317,-0.6280069462519742,-1.252049816624186,-0.1779227751099135,-0.1779310930639432
62,-0.17791724703044098,-0.6280062448978739,-1.2520403741852184,-0.17791478226025625,-0.17792474209198272
63,-0.17790814060542315,-0.6280054038042825,-1.2520290428488787,-0.17790519027536278,-0.17791711916810998
64,-0.1778972390939495,-0.6280043975314995,-1.2520154800181729,-0.17789370915602998,-0.17790799375247984
65,-0.17788417004512835,-0.6280031909555501,-1.251999219712275,-0.1778799446689503,-0.1778970534956898
66,-0.1778685348570883,-0.628001746633732,-1.2519797637481533,-0.17786347529134994,-0.1778839641445275
67,-0.17784979664105993,-0.6280000143955304,-1.2519564420273137,-0.17784373395475583,-0.1778682756006656
68,-0.17782738224581496,-0.6279979413048558,-1.2519285413710854,-0.17782011694103517,-0.17784950760713492
69,-0.1778005386371413,-0.6279954591787976,-1.2518951295538219,-0.1777918346794165,-0.17782702989901158
70,-0.1777683804252791,-0.6279924873101244,-1.2518551086087166,-0.17775795741063205,-0.1778001009466959
71,-0.1777298775748981,-0.6279889308316541,-1.251807197783249,-0.17771740091259636,-0.17776785724011404
72,-0.17768378872688773,-0.6279846739511489,-1.2517498484472838,-0.17766885466564597,-0.17772925691884503
73,-0.1776286188284858,-0.6279795773404144,-1.251681195929061,-0.17761074066469007,-0.1776830447605442
74,-0.1775625727680824,-0.6279734759506561,-1.2515990091658022,-0.17754117006290637,-0.17762771408386674
