Generation,xOC,xOB,xMMd,xMMr,total_MM
0.0,0.3,0.2,0.2,0.3,0.5
0.5172413793103449,0.4151671160375491,0.15928369997823538,0.19125487728014592,0.23429430670406964,0.4255491839842156
1.0344827586206897,0.4925191388573414,0.12813410331877048,0.1919516372210338,0.18739512060285443,0.37934675782388827
1.5517241379310347,0.5393784043477129,0.1051319874339281,0.2017499742209255,0.15373963399743348,0.35548960821835895
2.0689655172413794,0.5665293243420548,0.08732602336561222,0.21858165500010815,0.12756299729222476,0.34614465229233293
2.586206896551724,0.5814619917858308,0.0726855518900999,0.24039039639705123,0.10546205992701793,0.34585245632406914
3.1034482758620694,0.5887489857536674,0.06011357595329309,0.26525967383415,0.08587776445888955,0.35113743829303956
3.620689655172414,0.5911926927817458,0.04910894173502628,0.291347308394047,0.06835105708918082,0.3596983654832278
4.137931034482759,0.5906088318647622,0.03949305021963293,0.31694306599432814,0.05295505192127668,0.36989811791560484
4.655172413793104,0.5882560869373524,0.03122350234119732,0.34062628940249023,0.039894121318959815,0.38052041072145004
5.172413793103448,0.5850395593483595,0.02427745735986271,0.361419657460681,0.029263325831096684,0.3906829832917777
5.689655172413794,0.5815960607852704,0.018593105744290805,0.37884968960993115,0.020961143860507684,0.39981083347043883
6.206896551724139,0.578336560660965,0.01405634140488321,0.39289098134326966,0.014716116590882152,0.40760709793415184
6.724137931034483,0.5754860097024718,0.010514590712633462,0.403833793906128,0.010165605678766796,0.4139993995848948
7.241379310344828,0.5731303959354401,0.007799891774423561,0.4121357030051269,0.0069340092850094385,0.41906971229013634
7.758620689655173,0.5712650208150748,0.005749251741212578,0.4183011310706501,0.004684596373062478,0.42298572744371254
8.275862068965518,0.5698356154223003,0.00421753072514912,0.42280439640458084,0.0031424574479697654,0.4259468538525506
8.793103448275863,0.5687680321511825,0.0030830306643346386,0.4260518792675196,0.0020970579169632664,0.4281489371844828
9.310344827586208,0.5679866042309938,0.0022479578180991133,0.4283712376088484,0.0013942003420587894,0.42976543795090716
9.827586206896552,0.567423661682818,0.0016360661048182765,0.4300158308734608,0.0009244413389030442,0.43094027221236386
10.344827586206897,0.5670231809222157,0.0011891695923380886,0.43117584857987007,0.000611800905576303,0.43178764948544635
10.862068965517242,0.5667410923556364,0.0008635395524692136,0.43199101493518505,0.00040435315670951557,0.43239536809189455
11.379310344827587,0.5665439429255643,0.0006266636485496,0.43256239762788445,0.0002669957980017489,0.4328293934258862
11.896551724137932,0.5664069968904758,0.00045455339182552706,0.4329622671662158,0.00017618255148296592,0.4331384497176987
12.413793103448278,0.5663123189683769,0.0003296046531534849,0.43324187188624724,0.00011620449222257016,0.4333580763784698
12.931034482758621,0.5662470975061483,0.00023894701819018088,0.43343733531943474,7.66201562269416e-05,0.4335139554756617
13.448275862068966,0.5662022869446195,0.00017319664203822063,0.4335740076970695,5.050871627313457e-05,0.43362451641334265
13.965517241379311,0.5661715559449421,0.00012552294140935993,0.43366963190770597,3.328920594279788e-05,0.4337029211136488
14.482758620689657,0.5661505080521014,9.096478190396027e-05,0.43373658890931405,2.1938256680846624e-05,0.4337585271659949
15.0,0.566136101766728,6.591726552028118e-05,0.4337835241764561,1.4456791295800255e-05,0.4337979809677519
15.0,0.566136101766728,6.591726552028118e-05,0.4337835241764561,1.4456791295800255e-05,0.4337979809677519
16.05263157894737,0.8057271798780192,9.284773875263918e-05,0.19416013148490083,1.9840898327788492e-05,0.19417997238322862
17.105263157894736,0.8753365005610766,0.00017828135043961412,0.1244420709939629,4.314709452203459e-05,0.12448521808848494
18.157894736842106,0.9051222301627608,0.00039823840006358163,0.09436454016482834,0.00011499127234990996,0.09447953143717826
19.210526315789473,0.9206487163770997,0.0009628235672653064,0.07804840533845255,0.0003400547171886778,0.07838846005564122
20.263157894736842,0.9287863214937929,0.0024335301163074773,0.06771409560272901,0.0010660527871852307,0.06878014838991424
21.315789473684212,0.9303807059038404,0.0062754831444390745,0.05990607834358604,0.003437732608169527,0.06334381095175556
22.36842105263158,0.9210350395464881,0.015991607571823926,0.05197564532957157,0.010997707552199093,0.06297335288177067
23.421052631578945,0.8888456016086337,0.03775169454434341,0.04082424961529207,0.03257845423191639,0.07340270384720846
24.473684210526315,0.8218129409291962,0.07364153269112328,0.025196862816434865,0.0793486635636124,0.10454552638004727
25.526315789473685,0.7369935537132025,0.10789239885839522,0.010860974607088719,0.1442530728219218,0.1551140474290105
26.57894736842105,0.6714802955553879,0.12234533091534179,0.0034023722001373137,0.20277200133000925,0.20617437353014656
27.63157894736842,0.6358255508180269,0.11835540709525379,0.0008802703948289225,0.24493877169306005,0.245819042087889
28.684210526315788,0.6202588410383042,0.10487177706631401,0.0002069546165395441,0.2746624272803437,0.2748693818968832
29.736842105263158,0.6146883436433678,0.08819803380957013,4.6397068085763606e-05,0.29706722548085596,0.29711362254894175
30.789473684210527,0.6133300407894385,0.0715686774102111,1.0132615827366102e-05,0.3150911491868313,0.3151012818026587
31.842105263157894,0.6134664345686248,0.05649417391185854,2.1746453365221768e-06,0.3300372168769696,0.3300393915223061
32.89473684210526,0.6139668773612728,0.04359882486893438,4.605406083558368e-07,0.3424338372325091,0.34243429777311746
33.94736842105263,0.6144268312764496,0.03302301364470955,9.629331420421235e-08,0.352550058789443,0.3525501550827572
35.0,0.6147452358514752,0.02463241363832617,1.9825356730154294e-08,0.3606223306894113,0.36062235051476804
35.0,0.6147452358514752,0.02463241363832617,1.9825356730154294e-08,0.3606223306894113,0.36062235051476804
